Species,Organism type,Study type,Molecular marker,Scale of study,Author,Year,Title,Journal,Volume/Pages,Type of publication,Editors,Publishers,City,Abstract
"Graphis scripta","Lichen","Marker development","RAPD","Local: Welsh vice-county area","Murtagh, GJ, Dyer, PS, McClure, PC and Crittenden, PD","1999","Use of randomly amplified polymorphic DNA markers as a tool to study variation in lichen-forming fungi.","Lichenologist","31: 257-267.","Empirical paper","","","","A protocol is described to enable the production of reliable genetic fingerprints of lichen-forming fungi using randomly amplified polymorphic DNA (RAPD) markers. Key features of the method are the use of mycobiont DNA extracted from axenic cultures by a phenol-chloroform procedure, and PCR amplification using DyNAzyme II DNA polymerase. RAPD-PCR fingerprints of Graphis scripta, G. elegans and Phaeographis dendritica were successfully generated using this protocol and individual isolates could be identified on the basis of differences in banding patterns produced. DNA extracted from whole thalli of G. scripta was also subjected to RAPD-PCR but the fingerprints produced differed from those given by axenic cultures of the mycobiont. Therefore difficulties of interpretation may arise when whole thalli are used in RAPD analysis."
"Hypogymnia physodes","Lichen","Breeding system +  Genetic diversity assessment","Isozyme/Allozyme","","Fahselt, D","1995","Lichen sexuality from the perspective of multiple enzyme forms","Cryptogamic Botany","5: 137-143","Summary paper","","","","The object of this paper was to summarize data concerning the relative levels of enzyme polymorphism in apotheciate and sterile lichens and, thereby, to provide insight into the importance of sexual reproduction. It was assumed that genetic variation within populations would be reflected in electrophoretic banding patterns of isozymes and, further, that participation of ascospores in initiating new thalli would contribute to populational variability. Comparisons of unrelated species indicated that the level of variability in an apotheciate lichen is not necessarily higher than that in a non-apotheciate species. However, in cases where comparisons were made between different stands of the same species or among related species within a limited geographic area, sexual forms usually appeared to be more polymorphic than those that were sterile. The degree to which variation in fertile stands exceeded that in stands of related sterile lichens may be attributable to meiotic reassortment in the course of ascosporogensis. However, much of the variability in both apotheciate and asexual lichens probably originates through some other mechanism."
"Hypogymnia physodes","Lichen","Genetic diversity assessment","Nuclear sequences","European","Mattsson, JE Hansson, AC Lindblom, L","2009","Genetic variation in relation to substratum preferences of Hypogymnia physodes","Lichenologist","32: 24-30","Empirical paper","","","","Genetic variability and its relationship to substratum preferences
 within and among populations of the sorediate foliose lichen Hypogymnia
 physodes was investigated using sequence variation in the complete
 nrDNA internal transcribed spacer (ITS) region. A few samples of the
 putatively closely related, sorediate, H. tubulosa were also included.
 Samples were collected from each tree species in study sites in
 Estonia, Finland, and Sweden. In total, DNA sequences from 104
 individuals of H. physodes and 16 of H. tubulosa were obtained. A group
 I intron situated at the end of the small subunit (SSU) of the nrDNA
 was detected in both species. Within-species variability was observed
 in both species: fifteen haplotypes were found for H. physodes and
 seven for H. tubulosa for the combined alignment of the intron and the
 ITS. Possible recombination within the total gene fragment was detected
 and hence the different regions (intron, ITS1, 5.8S, ITS2) were
 analysed separately. They show a different degree of variability both
 between each other and between the species. The number of haplotypes of
 H. physodes in the four regions are 5, 5, 1, and 5 and for H. tubulosa
 5, 2, 1 and 2, respectively. A statistical parsimony estimation
 resulted in two unconnected networks; one containing all the samples of
 H. physodes and one containing all H. tubulosa samples. It was not
 possible to show different potentials of the different haplotypes for
 establishment on different substrata as the network of H. physodes
 indicates recombination within the ITS region which may be frequent
 enough to make this primarily clonally reproducing species to behave
 like a sexual species."
"Lobaria pulmonaria","Lichen","Genetic diversity assessment +  Marker development","Nuclear microsatellite","Euro-North American","Walser, JC, Sperisen, C, Soliva, M, Scheidegger, C","2003","Fungus-specific microsatellite primers of lichens: application for the assessment of genetic variation on different spatial scales in Lobaria pulmonaria.","Fungal Genetics and Biology","40: 72-82.","Empirical paper","","","","We isolated 12 microsatellite loci for the epiphytic lichen- forming ascomycete Lobaria pulmonaria and studied their patterns of variation within and among populations from Canada and Switzerland. Even though several microsatellites exhibited high levels of variability at different spatial scales, we did not find any evidence for intrathalline variation. Most of the genetic variation was attributed to differences among individuals within populations. High genetic variation was also detected among L. pulmonaria samples taken from individual trees, suggesting that either multiple colonization events had occurred or that local recombination is frequent. The geographically structured distribution of alleles from several microsatellites indicated that L. pulmonaria from Canada and Switzerland represent two distinct evolutionary lineages. The potential to identify multiple alleles, and their transferability to closely related species, make microsatellites an ideal tool to study dispersal, population differentiation, and microevolution in lichens."
"Lobaria pulmonaria","Lichen","Genetic diversity assessment +  Restoration","Nuclear sequences","European","Zoller, S, Lutzoni, F, Scheidegger, C","1999","Genetic variation within and among populations of the threatened lichen Lobaria pulmonaria in Switzerland and implications for its conservation.","Molecular Ecology","8: 2049-2059.","Empirical paper","","","","The foliose epiphytic lichen Lobaria pulmonaria has suffered a significant decline in European lowlands during the last decades and therefore is considered as endangered throughout Europe. An assessment of the genetic variability is necessary to formulate biologically sound conservation recommendations for this species. We investigated the genetic diversity of the fungal symbiont of L. pulmonaria using 143 specimens sampled from six populations (two small, one medium, three large) in the lowland, the Jura Mountains, the pre-Alps and the Alps of Switzerland. Among all nuclear and mitochondrial regions sequenced for this study, variability was found only in the internal transcribed spacer (ITS I), with three polymorphic sites, and in the nuclear ribosomal large subunit (nrLSU), with four polymorphic sites. The variable sites in the nrLSU are all located within a putative spliceosomal intron. We sequenced these two regions for 81 specimens and detected six genotypes. Two genotypes were common, two were found only in the more diverse populations and two were found only in one population each. There was no correlation between population size and genetic diversity. The highest genetic diversity was found in populations where the fungal symbiont is reproducing sexually Populations with low genetic diversity included only the two same common genotypes. Our study provides evidence suggesting that L. pulmonaria is self-incompatible and heterothallic. Based on our results we give populations with sexually reproducing individuals a higher rank in terms of conservation priority than strictly asexual populations. The remaining lowland populations are so small, that one single catastrophic event such as a windthrow might destroy the entire population. Hence we suggest augmenting such populations in size and genetic diversity using small thallus fragments or vegetative diaspores collected in other populations. As we did not detect any locally adapted genotypes, these transplants can be taken from any other genetically diverse population in Switzerland."
"Lobaria pulmonaria","Lichen","Clonal diversity assessment","To confirm","","Walser, JC, Gugerli, F, Holderegger, R, Kuonen, D and Schiedegger, C","2004","Recombination and clonal proporgation in different populations of lichen Lobaria pulmonaria.","Heredity","93: 322-329","Empirical paper","","","",""
"Lobaria pulmonaria","Lichen","Genetic diversity & landscape management +  Genetic diversity assessment","Nuclear microsatellite","North American","Walser, JC, Holderegger, R, Gugerli, F, Hoebee, SE and Scheidegger, C","2005","Microsatellites reveal regional population differentiation and isolation in Lobaria pulmonaria, an epiphytic lichen","Molecular Ecology","14: 457-467","Empirical paper","","","","Many lichen species produce both sexual and asexual propagules, but, aside from being minute, these diaspores lack special adaptations for long-distance dispersal. So far, molecular studies have not directly addressed isolation and genetic differentiation of lichen populations, both being affected by gene flow, at a regional scale. We used six mycobiont-specific microsatellite loci to investigate the population genetic structure of the epiphytic lichen Lobaria pulmonaria in two regions that strongly differed with respect to anthropogenic impact. In British Columbia, L. pulmonaria grows in continuous old-growth forests, while its populations in the old cultural landscape of Switzerland are comparably small and fragmented. Populations from both British Columbia and Switzerland were genetically diverse at the loci. Geographically restricted alleles, low historical gene flow, and analyses of genetic distance (UPGMA tree) and of differentiation (AMOVA) indicated that populations from Vancouver Island and from the Canadian mainland were separated from each other, except for one, geographically intermediate population. This differentiation was attributed to different glacial and postglacial histories of coastal and inland populations in British Columbia. In contrast to expectations, the three investigated Swiss populations were genetically neither isolated nor differentiated from each other despite the long-lasting negative human impact on the lichen's range size in Central Europe. We propose that detailed studies integrating local landscape and regional scales are now needed to understand the processes of dispersal and gene flow in lichens."
"Lobaria pulmonaria","Lichen","Genetic diversity assessment","Nuclear microsatellite","","Wagner, HH, Holderegger, R, et al.","2005","Variogram analysis of the spatial genetic structure of continuous populations using multilocus microsatellite data","Genetics","169: 1739-1752","Empirical paper","","","","A geostatistical perspective on spatial genetic structure may explain methodological issues of quantifying spatial genetic structure and suggest new approaches to addressing them. We use a variogram approach to (i) derive a spatial partitioning of molecular variance, gene diversity, and genotypic diversity for microsatellite data under the infinite allele model (IAM) and the stepwise mutation model (SMM), (ii) develop a weighting of sampling units to reflect ploidy levels or multiple sampling of genets, and (iii) show how variograms summarize the spatial genetic structure within a population under isolation-by-distance. The methods are illustrated with data from a population of the epiphytic lichen Lobaria pulmonaria, using six microsatellite markers. Variogram-based analysis not only avoids bias due to the underestimation of population variance in the presence of spatial autocorrelation, but also provides estimates of population genetic diversity and the degree and extent of spatial genetic structure accounting for autocorrelation."
"Lobaria pulmonaria","Lichen","Clonal diversity assessment +  Genetic diversity assessment","Nuclear microsatellite","European","Walser, J-C","2004","Molecular evidence for limited dispersal of vegetative propagules in th epiphytic lichen Lobaria pulmonaria","American Journal of Botany","91: 1273-1276","Empirical paper","","","","The genetic structure of Lobaria pops from CH was investigated using 6 msat loci. All three pops had a clustered distribution of identical genotypes as small spatial scales. The max distance between identical genotypes was 230 m. At a distance of 350 m from a local source tree, suitable habitat patches were too far apart ot be colonized. Some multilocus genotypes were shared among populations. The restrited occurrences of common genotypes as well as the clustered distributions are evidence for limited dispersal of vegetative propagules. Gene flow among isolated populations will ultimately depend on the capacity of long-distance dispersal and thus probably depend on  sexual reproduction."
"Lobaria pulmonaria","Lichen","Genetic diversity & landscape management +  Genetic diversity assessment","Nuclear microsatellite","Euro-North American","Walser, J-C, Holderegger, R, et al.","2005","Genetic variation at different spatial scales of the epiphytic lichen Lobaria pulmonaria based on fungus-specific microsatellite markers","Molecular Ecology","14: 457-467","Empirical paper","","","","Many lichen species produce both sexual and asexual propagules, but, aside from being minute, these diaspores lack special adaptations for long-distance dispersal. So far, molecular studies have not directly addressed isolation and genetic differentiation of lichen populations, both being affected by gene flow, at a regional scale. We used six mycobiont-specific microsatellite loci to investigate the population genetic structure of the epiphytic lichen Lobaria pulmonaria in two regions that strongly differed with respect to anthropogenic impact. In British Columbia, L. pulmonaria grows in continuous old-growth forests, while its populations in the old cultural landscape of Switzerland are comparably small and fragmented. Populations from both British Columbia and Switzerland were genetically diverse at the loci. Geographically restricted alleles, low historical gene flow, and analyses of genetic distance (upgma tree) and of differentiation (amova) indicated that populations from Vancouver Island and from the Canadian mainland were separated from each other, except for one, geographically intermediate population. This differentiation was attributed to different glacial and postglacial histories of coastal and inland populations in British Columbia. In contrast to expectations, the three investigated Swiss populations were genetically neither isolated nor differentiated from each other despite the long-lasting negative human impact on the lichen's range size in Central Europe. We propose that detailed studies integrating local landscape and regional scales are now needed to understand the processes of dispersal and gene flow in lichens"
"Lobaria pulmonaria","Lichen","Genetic diversity & landscape management +  Genetic diversity assessment","Nuclear sequences","","Werth, S, Wagner, HH, Gugerli, F, Holderegger, R, Csencsics, D, Kalwij, JM, Scheidegger, C","2006","Quantifying dispersal and establishment limitation in a population of an epiphytic lichen","Ecology","87: 2037-2046","Empirical paper","","","","Dispersal is a process critical for the dynamics and persistence of metapopulations, but it is difficult to quantify. It has been suggested that the old-forest lichen Lobaria pulmonaria is limited by insufficient dispersal ability. We analyzed 240 DNA extracts derived from snow samples by a L. pulmonaria-specific real-time PCR ( polymerase chain reaction) assay of the ITS ( internal transcribed spacer) region allowing for the discrimination among propagules originating from a single, isolated source tree or propagules originating from other locations. Samples that were detected as positives by real-time PCR were additionally genotyped for five L. pulmonaria microsatellite loci. Both molecular approaches demonstrated substantial dispersal from other than local sources. In a landscape approach, we additionally analyzed 240 snow samples with real-time PCR of ITS and detected propagules not only in forests where L. pulmonaria was present, but also in large unforested pasture areas and in forest patches where L. pulmonaria was not found. Monitoring of soredia of L. pulmonaria transplanted to maple bark after two vegetation periods showed high variance in growth among forest stands, but no significant differences among different transplantation treatments. Hence, it is probably not dispersal limitation that hinders colonization in the old-forest lichen L. pulmonaria, but ecological constraints at the stand level that can result in establishment limitation. Our study exemplifies that care has to be taken to adequately separate the effects of dispersal limitation from a limitation of establishment."
"Lobaria pulmonaria","Lichen","Genetic diversity & landscape management +  Genetic diversity assessment","Nuclear microsatellite","European","Werth, S, Wagner, HH, Holderegger, R, Kalwij, JM, Scheidegger, C","2006","Effect of disturbances on the genetic diversity of an old-forest associated lichen","Molecular Ecology","15: 911-921","Empirical paper","","","","Lichens associated with old forest are commonly assumed to be negatively affected by tree logging or natural disturbances. However, in this study performed in a spruce-dominated sylvopastoral landscape in the Swiss Jura Mountains, we found that genetic diversity of the epiphytic old-forest lichen Lobaria pulmonaria depends on the type of disturbance. We collected 923 thalli from 41 sampling plots of 1 ha corresponding to the categories stand-replacing disturbance (burnt), intensive logging (logged) and uneven-aged forestry (uneven-aged), and analysed the thalli at six mycobiont-specific microsatellite loci. We found evidence for multiple independent immigrations into demes located in burnt and logged areas. Using spatial autocorrelation methods, the spatial scale of the genetic structure caused by the clonal and recombinant component of genetic variation was determined. Spatial autocorrelation of genotype diversity was strong at short distances up to 50 m in logged demes, up to 100 m in uneven-aged demes, with the strongest autocorrelation up to 150 m for burnt demes. The spatial autocorrelation was predominantly attributed to clonal dispersal of vegetative propagules. After accounting for the clonal component, we did not find significant spatial autocorrelation in gene diversity. This pattern may indicate low dispersal ranges of clonal propagules, but random dispersal of sexual ascospores. Genetic diversity was highest in logged demes, and lowest in burnt demes. Our results suggest that genetic diversity of epiphytic lichen demes may not necessarily be impacted by stand-level disturbances for extended time periods."
"Lobaria pulmonaria","Lichen","Genetic diversity & landscape management +  Genetic diversity assessment","Nuclear microsatellite","European","Werth, S Gugerli, F Holderegger, R Wagner, HH Csencsics, D Scheidegger, C","2007","Landscape-level gene flow in Lobaria pulmonaria, an epiphytic lichen","Molecular Ecology","16: 2807-2815","Empirical Paper","","","","Epiphytes are strongly affected by the population dynamics of their host trees. Owing to the spatio-temporal dynamics of host tree populations, substantial dispersal rates - corresponding to high levels of gene flow - are needed for populations to persist in a landscape. However, several epiphytic lichens have been suggested to be dispersal-limited, which leads to the expectation of low gene flow at the landscape scale. Here, we study landscape-level genetic structure and gene flow of a putatively dispersal-limited epiphytic lichen, Lobaria pulmonaria. The genetic structure of L. pulmonaria was quantified at three hierarchical levels, based on 923 thalli collected from 41 plots situated within a pasture-woodland landscape and genotyped at six fungal microsatellite loci. We found significant isolation by distance, and significant genetic differentiation both among sampling plots and among trees. Landscape configuration, i.e. the effect of a large open area separating two forested regions, did not leave a traceable pattern in genetic structure, as assessed with partial Mantel tests and analysis of molecular variance. Gene pools were spatially intermingled in the pasture-woodland landscape, as determined by Bayesian analysis of population structure. Evidence for local gene flow was found in a disturbed area that was mainly colonized from nearby sources. Our analyses indicated high rates of gene flow of L. pulmonaria among forest patches, which may reflect the historical connectedness of the landscape through gene movement. These results support the conclusion that dispersal in L. pulmonaria is rather effective, but not spatially unrestricted."
"Lobaria pulmonaria","Lichen","Marker development","Nuclear microsatellite","European","Widmer I, Dal Grande F, Cornejo C, Scheidegger C","2010","Highly variable microsatellite markers for the fungal and algal symbionts of the lichen Lobaria pulmonaria and challenges in developing biont-specific molecular markers for fungal associations","Fungal Biology ","114: 538-544","Empirical paper","","","","The availability of highly variable markers for the partners of a fungal symbiosis enables the integrated investigation of ecological and evolutionary processes at the symbiotic level. In this article we analyze the specificity of the first and to date only microsatellite markers that had been developed for an epiphytic lichen (Lobaria pulmonaria). We used DNA extracts from cultures of the fungal and of the green algal symbionts of L. pulmonaria as well as total DNA extracts from related Lobaria species associated with the same algal partner, and got evidence that five of the previously described microsatellite markers, proposed to be fungus-specific, are indeed alga-specific. Hence, highly variable microsatellite primer sets available for both, the algal and the fungal symbionts of L. pulmonaria are now at our hands, which allow us to investigate so far unexplored biological processes of lichen symbionts, such as codispersal and coevolution. In a broader sense, our work evaluates and discusses the challenges in developing biont-specific molecular markers for fungi forming close associations with other organisms."
"Lobaria pulmonaria ","Lichen","Genetic diversity assessment","Nuclear microsatellite","European","Otalora MG, Martinez I, Belinchon R, Widmer I, Aragon G, Escudero A, Scheidegger C","2011","Remnants fragments preserve genetic diversity of the old forest lichen Lobaria pulmonaria in a fragmented Mediterranean mountain forest","Biodiversity and Conservation","20: 1239-1254","Empirical paper","","","","Fragmentation represents a serious threat to biodiversity worldwide, however its effects on epiphytic organisms is still poorly understood. We study the effect of habitat fragmentation on the genetic population structure and diversity of the red-listed epiphytic lichen, Lobaria pulmonaria, in a Mediterranean forest landscape. We tested the relative importance of forest patch quality, matrix surrounding fragments and connectivity on the genetic variation within populations and the differentiation among them. A total of 855 thalli were sampled in 44 plots (400 m(2)) of 31 suitable forest fragments (beeches and oaks), in the Sierra de Aylln in central Spain. Variables related to landscape attributes of the remnant forest patches such as size and connectivity and also the nature of the matrix or tree species had no significant effects on the genetic diversity of L. pulmonaria. Values of genetic diversity (Nei's) were only affected by habitat quality estimated as the age patches. Most of the variation (76%) in all populations was observed at the smallest sampled unit (plots). Using multiple regression analysis, we found that habitat quality is more important in explaining the genetic structure of the L. pulmonaria populations than spatial distance. The relatively high level of genetic diversity of the species in old forest patches regardless of patch size indicates that habitat quality in a highly structured forest stand determines the population size and distribution pattern of this species and its associated lichen community. Thus, conservation programmes of Mediterranean mountain forests have to prioritize area and habitat quality of old forest patches."
"Lobaria pulmonaria","Lichen","Genetic diversity assessment +  Spatial Genetic Structure","Nuclear microsatellite","European","Scheidegger, C., P. O. Bilovitz, S. Werth, I. Widmer, and H. Mayrhofer","2012","Hitchhiking with forests: population genetics of the epiphytic lichen Lobaria pulmonaria in primeval and managed forests in southeastern Europe","Ecology and Evolution","2:2223-2240","Empirical paper","","","","Availability of suitable trees is a primary determinant of range contractions and expansions of epiphytic species. However, switches between carrier tree species may blur co-phylogeographic patterns. We identified glacial refugia in southeastern Europe for the tree-colonizing lichen Lobaria pulmonaria, studied the importance of primeval forest reserves for the conservation of genetically diverse populations and analyzed differences in spatial genetic structure between primeval and managed forests with fungus-specific microsatellite markers. Populations belonged to either of two genepools or were admixed. Gene diversity was higher in primeval than in managed forests. At small distances up to 170 m, genotype diversity was lower in managed compared with primeval forests. We found significant associations between groups of tree species and two L. pulmonaria genepools, which may indicate "hitchhiking" of L. pulmonaria on forest communities during postglacial migration. Genepool B of L. pulmonaria was associated with European Beech (Fagus sylvatica) and we can hypothesize that genepool B survived the last glaciation associated within the refuge of European Beech on the Coastal and Central Dinarides. The allelic richness of genepool A was highest in the Alps, which is the evidence for a northern refuge of L. pulmonaria. Vicariant altitudinal distributions of the two genepools suggest intraspecific ecological differentiation."
"Lobaria pulmonaria","Lichen","Genetic diversity assessment +  Spatial Genetic Structure","Nuclear microsatellite","European","Hilmo, O., S. Lundemo, H. Holien, K. Stengrundet, and H. K. Stenoien","2012","Genetic structure in a fragmented Northern Hemisphere rainforest: large effective sizes and high connectivity among populations of the epiphytic lichen Lobaria pulmonaria","Molecular Ecology ","21:3250-3265","Empirical paper","","","","An extraordinary diversity of epiphytic lichens is found in the boreal rainforest of central Norway, the highest-latitude rainforest in the world. These rainforest relicts are located in ravine systems, and clear cutting has increased the distance between remaining patches. We hypothesized that the relatively small lichen populations in the remaining forest stands have suffered a depletion of genetic diversity through bottlenecks and founder events. To test this hypothesis, we assessed genetic diversity and structure in the populations of the tripartite lichen Lobaria pulmonaria using eight SSR loci. We sampled thalli growing on Picea abies branches and propagules deposited in snow at three localities. Contrary to expectations, we found high genetic diversity in lichen and snow samples, and high effective sizes of the studied populations. Also, limited genetic differentiation between populations, high historical migration rates, and a high proportion of first generation immigrants were estimated, implying high connectivity across distances <30 km. Almost all genetic variation was attributed to variation within sites; spatial genetic structures within populations were absent or appeared on small scales (510 m). The high genetic diversity in the remaining old boreal rainforests shows that even relict forest patches might be suitable for conservation of genetic diversity."
"Lobaria pulmonaria","Lichen","Breeding system +  Conservation","Nuclear microsatellite","European","Singh, G., F. Dal Grande, C. Cornejo, I. Schmitt, and C. Scheidegger","2012","Genetic Basis of Self-Incompatibility in the Lichen-Forming Fungus Lobaria pulmonaria and Skewed Frequency Distribution of Mating-Type Idiomorphs: Implications for Conservation.","Plos One","7","Empirical paper","","","","Fungal populations that reproduce sexually are likely to be genetically more diverse and have a higher adaptive potential than asexually reproducing populations. Mating systems of fungal species can be self-incompatible, requiring the presence of isolates of different mating-type genes for sexual reproduction to occur, or self-compatible, requiring only one. Understanding the distribution of mating-type genes in populations can help to assess the potential of self-incompatible species to reproduce sexually. In the locally threatened epiphytic lichen-forming fungus Lobaria pulmonaria (L.) Hoffm., low frequency of sexual reproduction is likely to limit the potential of populations to adapt to changing environmental conditions. Our study provides direct evidence of self-incompatibility (heterothallism) in L. pulmonaria. It can thus be hypothesized that sexual reproduction in small populations might be limited by an unbalanced distribution of mating-type genes. We therefore assessed neutral genetic diversity (using microsatellites) and mating-type ratio in 27 lichen populations (933 individuals). We found significant differences in the frequency of the two mating types in 13 populations, indicating a lower likelihood of sexual reproduction in these populations. This suggests that conservation translocation activities aiming at maximizing genetic heterogeneity in threatened and declining populations should take into account not only presence of fruiting bodies in transplanted individuals, but also the identity and balanced representation of mating-type genes."
"Lobaria pulmonaria","Lichen","Genetic diversity assessment","","European","Otalora, Monica A. G., Belinchon, Rocio, Prieto, Maria, Aragon, Gregorio, Izquierdo, Patricia, Martinez, Isabel","2015","The threatened epiphytic lichen Lobaria pulmonaria in the Iberian Peninsula: Genetic diversity and structure across a latitudinal gradient","Fungal Biology","119:802–811","Empirical paper","","","","The current genetic diversity and structure of a species plays a marked role in the species' future response to environmental changes. Identification of the factors that might ensure the long-term viability of populations along its distribution area is therefore important for conserving biodiversity. In this work, infraspecific genetic diversity and structure of the threatened lichen Lobaria pulmonaria was investigated along a latitudinal gradient, spanning the Spanish latitudinal range of L. pulmonaria. Eighteen populations in Northern, Central, and Southern Spain were analysed using six specific fungal microsatellites of L. pulmonaria. Genetic diversity indices were calculated and compared among populations. Genetic differentiation was assessed using AMOVA and Bayesian methods. Additionally, a redundancy analysis was used to estimate the relative importance of environmental factors on the genetic variation among populations. Annual precipitation was the only factor affecting the genetic diversity probably through its influence on population and thallus size of L. pulmonaria, and significantly higher levels of genetic diversity were detected in southern populations. Isolation by distance was not significant, being environmental variables most important factors controlling genetic variation in L. pulmonaria populations."
"Lobaria pulmonaria","Lichen","Breeding system +  Gene flow","","European","Ronnas, C, Werth, S, Ovaskainen, O, Varkonyi, G, Scheidegger, C, Snall, T","2017","Discovery of long-distance gamete dispersal in a lichen-forming ascomycete","New Phytologist","216:216-226","Empirical paper","","","","Accurate estimates of gamete and offspring dispersal range are required for the understanding and prediction of spatial population dynamics and species persistence. Little is known about gamete dispersal in fungi, especially in lichen-forming ascomycetes. Here, we estimate the dispersal functions of clonal propagules, gametes and ascospores of the epiphytic lichen Lobaria pulmonaria. We use hierarchical Bayesian parentage analysis, which integrates genetic and ecological information from multiannual colonization and dispersal source data collected in a large, oldgrowth forest landscape. The effective dispersal range of gametes is several hundred metres to kilometres from potential paternal individuals. By contrast, clonal propagules disperse only tens of metres, and ascospores disperse over several thousand metres. Our study reveals the dispersal distances of individual reproductive units; clonal propagules, gametes and ascospores, which is of great importance for a thorough understanding of the spatial dynamics of ascomycetes. Sexual reproduction occurs between distant individuals. However, whereas gametes and ascospores disperse over long distances, the overall rate of colonization of trees is low. Hence, establishment is the limiting factor for the colonization of new host trees by the lichen in old- growth landscapes."
"Lobaria pulmonaria","Lichen","Phylogeography","","European","Lerch, M, Nadyeina, O, Scheidegger, C","2018","Genetic structure of Lobaria pulmonaria in the Alps as a result of post-glacial recolonization history","Herzogia","31:650-665","Empirical paper","","","","The present-day genetic structure of a species is highly influenced by its history. Quaternary range expansions and contractions had a major impact on the genetic diversity and structure of species, which has implications for present-day conservation strategies of rare and threatened species. The aim of this study was to investigate the genetic structure of Lobaria pulmonaria and its green-algal photobiont Symbiochloris reticulata from the Alps. Here we present the genetic structure of 75 Lobaria pulmonaria populations and we investigated which of three fungal and two algal genetic lineages that were recognized in a broader study on the European phylogeography of this species are present in the Alps and from where postglacial recolonization might have occurred. Our study showed that only the fungal genepool A and the algal genepool R contributed to the recolonization of the Alps. The fungal genepools B1 and B2 were restricted to the eastern and western borders of the Alps but play an important role in the current populations in the Jura Mountains, the Vosges and the Black Forest. The algal genepool S was only found at the southwestern borders of the Alps and we hypothesize that this genepool is adapted to Mediterranean climates. For both symbionts we found a significant positive correlation between longitude and allelic richness, indicating a recolonization of the Alps from a peripheral refugium for genepool A at the eastern border of the Alps or from the Carpathian Mountains."
"Lobarina scrobiculata","Lichen","Marker development","","European","Prieto, Maria, Romera, Lidia, Merinero, Sonia, Aragon, Gregorio, Martinez, Isabel","2015","Development and characterization of fungal specific microsatellite markers in the lichen Lobarina scrobiculata (Lobariaceae, Ascomycota)","The Lichenologist","47(3): 183–186","Empirical paper","","","","Lobarina scrobiculata (better known as Lobaria scrobiculata) is a widespread lichen, threatened and Red-Listed in various European countries. Microsatellite markers for the mycobiont of L. scrobiculata were developed in order to investigate its genetic diversity in the Iberian Peninsula and Europe and to design effective conservation strategies. A total of 7 polymorphic markers were isolated and characterized. These microsatellites were tested in natural populations found in the Iberian Peninsula. The number of observed alleles ranged from 3 to 8, and the Nei's unbiased gene diversity from 0.26 to 0.59. These microsatellite markers are the first to be developed for L. scrobiculata and they will be useful for population studies and for the assessment of the conservation status of this species."
"Marchandiomyces corallinus ","Lichen","Genetic diversity assessment","Nuclear sequences +  RAPD","Euro-North American","Molina, MC, DePriest, PT, et al.","2005","Genetic variation in the widespread lichenicolous fungus Marchandiomyces corallinus","Mycologia","97: 454-463","Empirical paper","","","","The lichenicolous basidiomycete Marchandiomyces corallinus is widely distributed in North America and Europe, where it commonly is found on a variety of lichens. Theoretically either of these characteristics, a wide geographic range or generalized host ecology, could provide opportunities for genetic differentiation within this species. To determine how genetic variation is partitioned in M. corallinus, 12 fungal isolates were obtained from locations in North America and Europe; at two locations, in Washington County, Maine, and on the Isle of Mull in Scotland, fungi also were isolated from different lichen hosts. Vegetative mycelial compatibility tests were used to determine compatibility groupings from among the isolates; in addition, several PCR amplification products (RAPD, nuITS rDNA) were obtained for each isolate. A number of distinct compatibility groups were recognizable based on geography, not host ecology. In addition compatible isolates always were restricted to either North America or Europe. However RAPD markers indicated that compatible isolates are not always genetically identical. The presence of sequence heterozygosity at specific positions indicated that the isolates are heterokaryotic and a number of distinct haplotypes could be identified based on ITS variation at three separate locations. This type of genetic variation in these fungi suggests that sexual recombination is possible and that genetic differentiation has taken place recently as a result of geographic isolation, not host switching."
