Species,Organism type,Study type,Molecular marker,Scale of study,Author,Year,Title,Journal,Volume/Pages,Type of publication,Editors,Publishers,City,Abstract
"Asplenium trichomanes","Fern","DNA barcoding","","European","Liu, HM, Russell, SR, Vogel, J, Schneider, H","2018","Inferring the potential of plastid DNA-based identification of derived ferns: a case study on the Asplenium trichomanes aggregate in Europe","Plant Systematics And Evolution","304:1009-1022","Empirical paper","","","","The utility of three plastid DNA regions to identify fern species was explored with focus on the European representatives of the Asplenium trichomanes aggregate. The sampling included representatives of the three diploid and the four tetraploid taxa recognized in the European flora plus Macaronesia. Besides European samples, the compiled data set comprised specimens of a putative Hawaiian endemic and one species occurring in Southeast Asia. By combining the sequences of three non-coding plastid regions, 13 haplotypes were recovered of which four were found in more than one taxon. Evidences for four distinct diploid lineages were found that correspond to Asplenium anceps, A. inexpectans, A. trichomanes s.s., and A. tripteropus. The four tetraploids occurring in Europe shared haplotypes with A. inexpectans. Thus, DNA barcoding can successfully identify the diploids, but fail to separate the tetraploids from their diploid ancestors. As a consequence, barcoding analyses of ferns need to take into account the differences of ploidy level measured by evidence independent from the DNA barcode. Evidence for uneven accumulation of intra-species DNA variation was recovered by comparing all species. Furthermore, the study provided evidence that the current taxonomy of these ferns requires to be revised. The two European diploids form well-separated clades and need to be recognized as A. inexpectans and A. trichomanes s.s. To keep name consistency for all European tetraploids, a new name Asplenium jessenii is introduced to replace A. trichomanes subsp. hastatum."
"Asplenium trichomanes subsp. quadrivalens","Fern","Breeding system +  Genetic diversity assessment","Nuclear microsatellite","European","De Groot, G. A., H. J. During, S. W. Ansell, H. Schneider, P. Bremer, E. R. J. Wubs, J. W. Maas, H. Korpelainen, and R. H. J. Erkens","2012","Diverse spore rains and limited local exchange shape fern genetic diversity in a recently created habitat colonized by long-distance dispersal","Annals of Botany","109:965-978","Empirical paper","","","","Populations established by long-distance colonization are expected to show low levels of genetic variation per population, but strong genetic differentiation among populations. Whether isolated populations indeed show this genetic signature of isolation depends on the amount and diversity of diaspores arriving by long-distance dispersal, and time since colonization. For ferns, however, reliable estimates of long-distance dispersal rates remain largely unknown, and previous studies on fern population genetics often sampled older or non-isolated populations. Young populations in recent, disjunct habitats form a useful study system to improve our understanding of the genetic impact of long-distance dispersal. Microsatellite markers were used to analyse the amount and distribution of genetic diversity in young populations of four widespread calcicole ferns (Asplenium scolopendrium, diploid; Asplenium trichomanes subsp. quadrivalens, tetraploid; Polystichum setiferum, diploid; and Polystichum aculeatum, tetraploid), which are rare in The Netherlands but established multiple populations in a forest (the Kuinderbos) on recently reclaimed Dutch polder land following long-distance dispersal. Reference samples from populations throughout Europe were used to assess how much of the existing variation was already present in the Kuinderbos. A large part of the Dutch and European genetic diversity in all four species was already found in the Kuinderbos. This diversity was strongly partitioned among populations. Most populations showed low genetic variation and high inbreeding coefficients, and were assigned to single, unique gene pools in cluster analyses. Evidence for interpopulational gene flow was low, except for the most abundant species. The results show that all four species, diploids as well as polyploids, were capable of frequent long-distance colonization via single-spore establishment. This indicates that even isolated habitats receive dense and diverse spore rains, including genotypes capable of self-fertilization. Limited gene flow may conserve the genetic signature of multiple long-distance colonization events for several decades."
"Asplenium viride","Fern","Conservation +  Genetic diversity assessment","Isozyme/Allozyme","European","Schneller, JJ, Holderegger, R","1996","Genetic variation in small, isolated fern populations.","Journal of Vegetation Science","7: 113-120.","Empirical paper","","","","Differences in genetic variability of several small, isolated populations of four fern species in a restricted area in the Swiss lowlands reflect differences in breeding system, population size, the degree of population fragmentation, and ecological requirements. The investigated populations of Asplenium septentrionale show only little genetic variability (isozyme variation) without gene flow among populations (based on the banding pattern of multi-locus phenotypes), and they persist for long periods despite the small population sizes. In Asplenium ruta-muraria, genetic variability is correlated with age. Young populations show no genetic variation, while old populations show some. All individuals of Polypodium vulgare investigated, either epiphytic or epilithic, share exactly the same enzyme phenotype. The results for these three species can be related to predominance of inbreeding, lack of inbreeding depression, polyploidy, long-distance dispersal, production of large amounts of diaspores, single-spore colonization, and perennial life cycles. Genetic variability in these three species does not seem to be absolutely necessary for the maintenance of their populations. Ecological and demographic factors are considered to be more important. An isolated, glacial relict population of diploid Asplenium viride shows high variability in two out of eight enzyme systems, which may be due to prevailing outbreeding. We discuss aspects of the importance of genetics and life history for conservation biology."
"Asplenium viride","Fern","DNA barcoding","Organelle sequences","European","de Groot GA, During HJ, Maas JW, Schneider H, Vogel JC, Erkens RHJ","2011","Use of rbcL and trnL-F as a Two-Locus DNA Barcode for Identification of NW-European Ferns: An Ecological Perspective","Plos One ","6","Empirical paper","","","","Although consensus has now been reached on a general two-locus DNA barcode for land plants, the selected combination of markers (rbcL + matK) is not applicable for ferns at the moment. Yet especially for ferns, DNA barcoding is potentially of great value since fern gametophytes-while playing an essential role in fern colonization and reproduction-generally lack the morphological complexity for morphology-based identification and have therefore been underappreciated in ecological studies. We evaluated the potential of a combination of rbcL with a noncoding plastid marker, trnL-F, to obtain DNA-identifications for fern species. A regional approach was adopted, by creating a reference database of trusted rbcL and trnL-F sequences for the wild-occurring homosporous ferns of NW-Europe. A combination of parsimony analyses and distance-based analyses was performed to evaluate the discriminatory power of the two-region barcode. DNA was successfully extracted from 86 tiny fern gametophytes and was used as a test case for the performance of DNA-based identification. Primer universality proved high for both markers. Based on the combined rbcL + trnL-F dataset, all genera as well as all species with non-equal chloroplast genomes formed their own well supported monophyletic clade, indicating a high discriminatory power. Interspecific distances were larger than intraspecific distances for all tested taxa. Identification tests on gametophytes showed a comparable result. All test samples could be identified to genus level, species identification was well possible unless they belonged to a pair of Dryopteris species with completely identical chloroplast genomes. Our results suggest a high potential of the combined use of rbcL and trnL-F as a two-locus cpDNA barcode for identification of fern species. A regional approach may be preferred for ecological tests. We here offer such a ready-to-use barcoding approach for ferns, which opens the way for answering a whole range of questions previously unaddressed in fern gametophyte ecology."
"Asplenium, species to confirm","Fern","Polyploidy +  Speciation/diversification","To confirm","","Vogel, JC","1995","Multiple origins in polyploids in European Asplenium (Pteridophyta).","Ph.D. Thesis.","","Thesis","","University of Cambridge.","Cambridge.",""
"Athyrium distentifolium","Fern","Marker development","Nuclear EST-SSR","European","Woodhead, M, Russell, J, Squirrell, J, Hollingsworth, PM, Cardle, L, Ramsay, L, Gibby, M and Powell, W","2003","Development of EST-SSRs from the alpine lady fern, Athyrium distentifolium.","Molecular Ecology Notes","3: 287-290.","Empirical paper","","","","The utility of EST-simple sequence repeats (EST-SSRs) was evaluated in the fern Athyrium distentifolium. From 1152 frond cDNA clones, 165 microsatellites, including di-, tri-, tetra and penta-nucleotide repeat motifs, were identified. Primer design was possible for 74 of the SSRs; subsequent screening of 10 loci on 186 individuals from six natural populations revealed between two and seven alleles per locus and expected heterozygosity (HE) estimates ranging from 0.027 to 0.809. Eight of these loci were further examined for crossspecies and cross-generic amplification in other Woodsiaceae species, and polymorphic products were detected. EST-derived SSRs provide robust, informative and potentially transferable polymorphic markers suitable for biodiversity research."
"Athyrium distentifolium","Fern","Marker development","Nuclear microsatellite","European","Squirrell, J, Woodhead, M, Hollingsworth, PM, Russell, J, Gibby, M and Powell, W","2004","Isolation of polymorphic microsatellite markers for the alpine lady fern, Athyrium distentifolium Tausch ex Opiz, from an enriched genomic library.","Conservation Genetics","5: 283-286.","Empirical paper","","","",""
"Athyrium distentifolium","Fern","Taxonomic clarification","Isozyme/Allozyme","Country: Scotland","McHaffie, HS","1998","The biology of Athyrium distentifolium and A. flexile in Scotland.","Ph.D. Thesis.","","Thesis","","University of Edinburgh.","Edinburgh.",""
"Athyrium distentifolium","Fern","Breeding system +  Genetic diversity assessment","AFLP +  Nuclear microsatellite","Euro-North American","Woodhead M, Russell J, Squirrell J, Hollingsworth PM, Mackenzie K, Gibby M and Powell W","2005","Comparative analysis of population genetic structure in Athyrium distentifolium (Pteridophyta) using AFLPs and SSRs from anonymous and transcribed gene regions","Molecular Ecology","14: 1681-1695","Empirical paper","","","","To examine the performance and information content of different marker systems, comparative assessment of population genetic diversity was undertaken in nine populations of Athyrium distentifolium using nine genomic and 10 expressed sequence tag (EST) microsatellite (SSR) loci, and 265 amplified fragment length polymorphism (AFLP) loci from two primer combinations. In range-wide comparisons (European vs. North American populations), the EST-SSR loci showed more reliable amplification and produced more easily scorable bands than genomic simple sequence repeats (SSRs). Genomic SSRs showed significantly higher levels of allelic diversity than EST-SSRs, but there was a significant correlation in the rank order of population diversities revealed by both marker types. When AFLPs, genomic SSRs, and EST-SSRs are considered, comparisons of different population diversity metrics/markers revealed a mixture of significant and nonsignificant rank-order correlations. However, no hard incongruence was detected (in no pairwise comparison of populations did different marker systems or metrics detect opposingly significant different amounts of variation). Comparable population pairwise estimates of F-ST were obtained for all marker types, but whilst absolute values for genomic and EST-SSRs were very similar (F-ST = 0.355 and 0.342, respectively), differentiation was consistently higher for AFLPs in pairwise and global comparisons (global AFLP F-ST = 0.496). The two AFLP primer combinations outperformed 18 SSR loci in assignment tests and discriminatory power in phenetic cluster analyses. The results from marker comparisons on A. distentifolium are discussed in the context of the few other studies on natural plant populations comparing microsatellite and AFLP variability."
"Athyrium distentifolium","Fern","DNA barcoding","Organelle sequences","European","de Groot GA, During HJ, Maas JW, Schneider H, Vogel JC, Erkens RHJ","2011","Use of rbcL and trnL-F as a Two-Locus DNA Barcode for Identification of NW-European Ferns: An Ecological Perspective","Plos One ","6","Empirical paper","","","","Although consensus has now been reached on a general two-locus DNA barcode for land plants, the selected combination of markers (rbcL + matK) is not applicable for ferns at the moment. Yet especially for ferns, DNA barcoding is potentially of great value since fern gametophytes-while playing an essential role in fern colonization and reproduction-generally lack the morphological complexity for morphology-based identification and have therefore been underappreciated in ecological studies. We evaluated the potential of a combination of rbcL with a noncoding plastid marker, trnL-F, to obtain DNA-identifications for fern species. A regional approach was adopted, by creating a reference database of trusted rbcL and trnL-F sequences for the wild-occurring homosporous ferns of NW-Europe. A combination of parsimony analyses and distance-based analyses was performed to evaluate the discriminatory power of the two-region barcode. DNA was successfully extracted from 86 tiny fern gametophytes and was used as a test case for the performance of DNA-based identification. Primer universality proved high for both markers. Based on the combined rbcL + trnL-F dataset, all genera as well as all species with non-equal chloroplast genomes formed their own well supported monophyletic clade, indicating a high discriminatory power. Interspecific distances were larger than intraspecific distances for all tested taxa. Identification tests on gametophytes showed a comparable result. All test samples could be identified to genus level, species identification was well possible unless they belonged to a pair of Dryopteris species with completely identical chloroplast genomes. Our results suggest a high potential of the combined use of rbcL and trnL-F as a two-locus cpDNA barcode for identification of fern species. A regional approach may be preferred for ecological tests. We here offer such a ready-to-use barcoding approach for ferns, which opens the way for answering a whole range of questions previously unaddressed in fern gametophyte ecology."
"Athyrium distentifolium var flexile","Fern","Taxonomic clarification","Isozyme/Allozyme","Country: Scotland","McHaffie, HS","1998","The biology of Athyrium distentifolium and A. flexile in Scotland.","Ph.D. Thesis.","","Thesis","","University of Edinburgh.","Edinburgh.",""
"Athyrium distentifolium var flexile","Fern","Conservation +  Speciation/diversification +  Taxonomic clarification","To confirm","Country: Scotland","McHaffie, HS, Legg, CJ, Ennos, RA","2001","A single gene with pleiotropic effects accounts for the Scottish endemic taxon Athyrium distentifolium var. flexile.","New Phytologist","152: 491-500.","Empirical paper","","","","Experiments were conducted to determine the genetic relationship between the alpine fern Athyrium distentifolium and the Scottish endemic taxon A. distentifolium var. flexile. Segregation of the taxa was studied after growing sporophytes from spore families, and after selfing and crossing gametophytes. The growth of both gametophytes and sporophytes was measured under a range of nutrient regimes. The distinction between the two taxa is due to variation at a single gene with pleiotropic effects expressed at both the sporophyte and gametophyte stages. A. distentifolium sporophytes (genotypes A(D)/A(D) or A(D)/A(F)) are taller, have fewer fronds, and produce fewer spores than A. distentifolium var. flexile sporophytes (genotype A(F)/A(F)). Gametophytes containing the A(F) allele have a 50% higher growth rate than those with the A(D) allele on a range of media. The polymorphism may be maintained by a balance between selection for and against the A(F) allele at the gametophyte and sporophyte stages of the life cycle, respectively. Implications for the conservation of the A. distentifolium var. flexile taxon are discussed."
"Athyrium filix femina","Fern","DNA barcoding","Organelle sequences","European","de Groot GA, During HJ, Maas JW, Schneider H, Vogel JC, Erkens RHJ","2011","Use of rbcL and trnL-F as a Two-Locus DNA Barcode for Identification of NW-European Ferns: An Ecological Perspective","Plos One ","6","Empirical paper","","","","Although consensus has now been reached on a general two-locus DNA barcode for land plants, the selected combination of markers (rbcL + matK) is not applicable for ferns at the moment. Yet especially for ferns, DNA barcoding is potentially of great value since fern gametophytes-while playing an essential role in fern colonization and reproduction-generally lack the morphological complexity for morphology-based identification and have therefore been underappreciated in ecological studies. We evaluated the potential of a combination of rbcL with a noncoding plastid marker, trnL-F, to obtain DNA-identifications for fern species. A regional approach was adopted, by creating a reference database of trusted rbcL and trnL-F sequences for the wild-occurring homosporous ferns of NW-Europe. A combination of parsimony analyses and distance-based analyses was performed to evaluate the discriminatory power of the two-region barcode. DNA was successfully extracted from 86 tiny fern gametophytes and was used as a test case for the performance of DNA-based identification. Primer universality proved high for both markers. Based on the combined rbcL + trnL-F dataset, all genera as well as all species with non-equal chloroplast genomes formed their own well supported monophyletic clade, indicating a high discriminatory power. Interspecific distances were larger than intraspecific distances for all tested taxa. Identification tests on gametophytes showed a comparable result. All test samples could be identified to genus level, species identification was well possible unless they belonged to a pair of Dryopteris species with completely identical chloroplast genomes. Our results suggest a high potential of the combined use of rbcL and trnL-F as a two-locus cpDNA barcode for identification of fern species. A regional approach may be preferred for ecological tests. We here offer such a ready-to-use barcoding approach for ferns, which opens the way for answering a whole range of questions previously unaddressed in fern gametophyte ecology."
"Athyrium filix-femina","Fern","Genetic diversity assessment","Isozyme/Allozyme","European","Schneller, JJ","1998","How much genetic variation in fern populations is stored in the spore banks? A study of Athyrium filix-femina (L) Roth.","Botanical Journal of the Linnaean Society","127: 195-206.","Empirical paper","","","","The genetic variation within spore banks of Athyrium filix- femina (L.) Roth from three sites in north-eastern Switzerland was investigated. At two sites spore banks were located beneath sporophyte populations. One collection site was 100m away from a sporophyte population. The gametophytes grown from the soil samples, the dimensions of which were 4 x 4 x 1.5 cm, and sporophytes from each site were analysed electrophoretically for either three or four variable allozyme loci. The spore banks from the different soil samples within and between populations revealed a considerable amount of genetic diversity. The most frequent alleles within the two sporophyte populations were, with a few exceptions, also the most frequent within the spore banks. The influence of single sporophytic individuals on the genetic composition of microsites seems to be considerably reduced by stochastic processes such as soil movement or the action of earthworms, which promote the mixing of spores from different spatial and temporal origins. It was shown that spores remain viable after passing through the gut of earthworms and that spore banks from even small soil samples revealed genetic diversity and could lead to a large number of genetically distinct sporophytes. The results suggest that fertilization seems to be close to random because the sporophyte populations sampled were in Hardy-Weinberg equilibrium and had fixation index (F-is) close to zero."
"Athyrium filix-femina","Fern","Genetic diversity assessment","Isozyme/Allozyme","North American","Sciarretta, KL,  Arbuckle, EP, Haufler, CH and Werth, CR","2005","Patterns of genetic variation in southern appalachian populations of Athyrium filix-femina var. asplenioides (Dryopteridaceae)","International Journal of Plant Sciences","166: 761-780","Empirical paper","","","","Allozyme variation ( 17 loci coding 11 enzymes) was investigated in 14 populations of the fern Athyrium filix-femina var. asplenioides arrayed at differing elevations and latitudes in the southern Appalachians. Allozyme fingerprints showed that asplenioides individuals comprise meandering, overlapping clones usually <= 3 m in extent, occasionally forming larger clones of up to 17 m. Levels of genetic variability in populations ( means: A = 2.01, P = 32.8, H = 0.115) were near the averages for both ferns and seed plants. General conformance to Hardy-Weinberg expectations indicated a predominantly outcrossing mating system. Hierarchical F statistic analysis and occasional deficits and excesses of heterozygotes indicated population substructure. Similar allele frequencies across all populations resulted in low to moderate F-ST values ( mean F-ST = 0.069; range = 0.013 - 0.112) and high values of genetic similarity ( mean S = 0.944; mean I = 0.992). Hierarchical analysis indicated that neither regional proximity (F-XY = - 0.009) nor elevation (F-XY = - 0.007) contributed substantially to divergence among populations (F-XY = 0.056), a result corroborated by UPGMA analysis that clustered together populations from different regions and of different elevational class. Southern Appalachian asplenioides differed from more eastern asplenioides populations of the piedmont and coastal plain in having higher frequencies of Pgm-2(c) and Tpi-2(B), alleles characteristic of the more northern variety angustum. Nonetheless, genetic distinctness of the two varieties was maintained. We hypothesize that higher frequencies of angustum alleles in the southern Appalachian asplenioides populations are the result of introgression from angustum that persisted at high elevations as both taxa migrated northward following the retreat of the Wisconsinan glacier."
"Athyrium filix-femina","Fern","Genetic diversity & landscape management +  Genetic diversity assessment","Isozyme/Allozyme +  RAPD","European","Schneller, J Liebst, B","2007","Patterns of variation of a common fern (Athyrium filix-femina; Woodsiaceae): Population structure along and between altitudinal gradients","American Journal of Botany","94: 965-971","Empirical Paper","","","","Genetic variability of Athyrium filix-femina populations was evaluated with regard to phenotypic, allozyme, and RAPD variation in 20 Swiss populations along five altitudinal gradients at four different elevations in the northern Swiss Alps. Additionally, allozyme and phenotypic variations in one Italian and two Spanish populations were compared with the variation in the Swiss populations. We hypothesized that there will be statistically significant genetic differences among populations of different altitudes and sites. The results showed no substantial correlation between genetic variation and phenotypic variation among Swiss populations. These results imply that outbreeding and effective gene exchange (long-distance spore dispersal) are the keys to population structure in this fern species, and as a consequence, phenotypic plasticity is assumed to be favored. This contrasts with results found in similar studies of herbaceous flowering plants where genetic adaptation to gradients like altitude is common. However, when data from the more distant Italian and Spanish populations of A. filix-femina were included, significant variation was detected."
"Blechnum spicant","Fern","Genetic diversity assessment","To confirm","North American","Soltis, PS, Soltis, DE","1988","Genetic variation and population structure in the fern Blechnum spicant (Blechnaceae) from western North America.","American Journal of Botany","75: 37-44.","Empirical paper","","","",""
"Blechnum spicant","Fern","Genecology","To confirm","","Soltis, DE, Soltis, PS","1992","The distribution of selfing rates in homosporous ferns.","American Journal of Botany","79: 97-100.","Empirical paper","","","","The models of Lande and Schemske predict that among species in which the selfing rate is largely under genetic control and not subject to tremendous environmental variation, the distribution of selfing rates should be bimodal. When this prediction was tested empirically using data from the literature for species of angiosperms and gymnosperms, the distribution of outcrossing rates for all species was clearly bimodal. To provide another empirical test of the prediction, we analyzed mating-system data for 20 species of Pteridophyta (ferns). Homosporous ferns and their allies are unique among vascular plants because three types of mating are possible: intragametophytic selfing (selfing of an individual gametophyte); intergametophytic selfing (analogous to selfing in seed plants); and intergametophytic crossing (analogous to outcrossing in seed plants). The distribution of intragametophytic selfing rates among species of homosporous ferns is clearly uneven. Most species of homosporous ferns would be classified as extreme outcrossers. In contrast, a few species are nearly exclusively inbreeding. In only a few populations of Dryopteris expansa and Hemionitis palmata and a single population of Blechnum spicant do we see convincing evidence of a mixed mating system. The uneven distribution of selfing rates we observed for homosporous ferns, coupled with a corresponding bimodality of the magnitude of genetic load, strongly supports the model."
"Blechnum spicant","Fern","Phylogeography","Organelle sequences +  SCAR","European","Korpelainen, H Pietilainen, M","2008","Effort to reconstruct past population history in the fern Blechnum spicant","Journal of Plant Research","121: 293-298","Empirical Paper","","","","Our aim was to evaluate the potential of existing herbarium collections in reconstructing the past population history of the rediscovered clone of the regionally extinct Blechnum spicant by comparing it with herbarium material from previous sites of occurrences in Finland and elsewhere in northern Europe, as well as to reveal the genetic and geographic relationship among the samples. We detected a total of nine polymorphic sites within the three sequenced regions, two SCAR markers developed now for B. spicant and the chloroplast trnL-trnF spacer, totalling 763 bp. Despite low variability, the phylogeographic analysis revealed the presence of some geographic pattern among the samples, of which all except one represented herbarium samples of up to 100 years of age. The rediscovered clone of B. spicant proved to represent the prevalent genotype occurring in northern Europe. The studied sequences were neutral in terms of evolution. It is apparent that existing herbarium collections are useful resources for a range of evolutionary and population studies."
"Blechnum spicant ","Fern","DNA barcoding","Organelle sequences","European","de Groot GA, During HJ, Maas JW, Schneider H, Vogel JC, Erkens RHJ","2011","Use of rbcL and trnL-F as a Two-Locus DNA Barcode for Identification of NW-European Ferns: An Ecological Perspective","Plos One ","6","Empirical paper","","","","Although consensus has now been reached on a general two-locus DNA barcode for land plants, the selected combination of markers (rbcL + matK) is not applicable for ferns at the moment. Yet especially for ferns, DNA barcoding is potentially of great value since fern gametophytes-while playing an essential role in fern colonization and reproduction-generally lack the morphological complexity for morphology-based identification and have therefore been underappreciated in ecological studies. We evaluated the potential of a combination of rbcL with a noncoding plastid marker, trnL-F, to obtain DNA-identifications for fern species. A regional approach was adopted, by creating a reference database of trusted rbcL and trnL-F sequences for the wild-occurring homosporous ferns of NW-Europe. A combination of parsimony analyses and distance-based analyses was performed to evaluate the discriminatory power of the two-region barcode. DNA was successfully extracted from 86 tiny fern gametophytes and was used as a test case for the performance of DNA-based identification. Primer universality proved high for both markers. Based on the combined rbcL + trnL-F dataset, all genera as well as all species with non-equal chloroplast genomes formed their own well supported monophyletic clade, indicating a high discriminatory power. Interspecific distances were larger than intraspecific distances for all tested taxa. Identification tests on gametophytes showed a comparable result. All test samples could be identified to genus level, species identification was well possible unless they belonged to a pair of Dryopteris species with completely identical chloroplast genomes. Our results suggest a high potential of the combined use of rbcL and trnL-F as a two-locus cpDNA barcode for identification of fern species. A regional approach may be preferred for ecological tests. We here offer such a ready-to-use barcoding approach for ferns, which opens the way for answering a whole range of questions previously unaddressed in fern gametophyte ecology."
"Blechnum spicant","Fern","Breeding system +  Genetic diversity assessment","AFLP","European","Peredo, E. L.Mendez-Couz, M., Revilla, M. A., Fernandez, H.","2013","Mating System in Blechnum spicant and Dryopteris affinis ssp affinis, Correlates with Genetic Variability","American Fern Journal","103:27-39","Empirical paper","","","","The monilophytes Blechnum spicant (L.) Sm. and Dryopteris affinis ssp. affinis (Lowe) Fraser-Jenkins show different reproductive strategies under in vitro conditions. While B. spicant exhibits asexual and sexual reproduction, with an antheridiogen system promoting outcrossing, D. affinis ssp. affinis reproduces only asexually through apogamy. Individuals of several populations of these species, collected in Principado de Asturias (Spain), were analyzed to test the influence of their mating system in the genetic variability displayed by each species. This study shows that the genetic diversity assessed in populations of each species collected in situ is in concordance with that expected according to their reproductive system previously observed in vitro. The genetic diversity found in D. affinis ssp. affinis was low and most of genetic variation can be attributed to differences among localities. This result indicates high fixation of the detected alleles within each locality, as expected for a clonal reproductive system. In the sexual species B. spicant the genetic diversity was higher. Our results confirm the importance of reproduction system in the genetic diversity present in populations of these fern species making essential to consider the definition and study of reproductive system and the associated consequences in the design of successful conservation actions."
"Blechnum spicant ","Fern","Breeding system +  Genetic diversity assessment","","European","Peredo, E. L., Mendez-Couz, M., Revilla, M. A., Fernandez, H.","2013","Mating System in Blechnum spicant and Dryopteris affinis ssp affinis Correlates with Genetic Variability","American Fern Journal","103:27-39","Empirical paper","","","","The monilophytes Blechnum spicant (L.) Sm. and Dryopteris affinis ssp. affinis (Lowe) Fraser-Jenkins show different reproductive strategies under in vitro conditions. While B. spicant exhibits asexual and sexual reproduction, with an antheridiogen system promoting outcrossing, D. affinis ssp. affinis reproduces only asexually through apogamy. Individuals of several populations of these species, collected in Principado de Asturias (Spain), were analyzed to test the influence of their mating system in the genetic variability displayed by each species. This study shows that the genetic diversity assessed in populations of each species collected in situ is in concordance with that expected according to their reproductive system previously observed in vitro. The genetic diversity found in D. affinis ssp. affinis was low and most of genetic variation can be attributed to differences among localities. This result indicates high fixation of the detected alleles within each locality, as expected for a clonal reproductive system. In the sexual species B. spicant the genetic diversity was higher. Our results confirm the importance of reproduction system in the genetic diversity present in populations of these fern species making essential to consider the definition and study of reproductive system and the associated consequences in the design of successful conservation actions."
"Botrychium lunaria","Fern","Taxonomic clarification","Organelle sequences","","Hauk, WD","1995","A molecular assessment of relationships among cryptic species of Botrychium subgenus Botrychium (Ophioglossaceae).","American Fern Journal","85: 375-394.","Empirical paper","","","","Phylogenetic relationships among 20 currently recognized species of Botrychium subgenus Botrychium were investigated using nucleotide sequences from the plastid gene rbcL. Analysis of eight diploid species produced a single most parsimonious tree with three distinct clades. The lanceolatum clade (one species) was sister to all other species. The lunaria clade (two species) was sister to the simplex-campestre clade (five species) which contained two weakly supported subclades. Single populations of B. lunaria and B. simplex were more closely related to other species in the same geographic region than to populations of their own species from distant geographic regions. In a second analysis that included both diploid and polyploid species, eight of twelve polyploid taxa had rbcL sequences identical to those of known diploids, which suggested relatively recent origins for these eight polyploid species. Four polyploids, B. ascendens, B. paradoxum, B. x watertonense, and B. minganense, did not associate with a diploid species, and therefore represented polyploid derivatives of diploid taxa that were not sampled and possibly are extinct. Associations of diploid and polyploid species as determined by rbcL analysis are consistent with morphological hypotheses of polyploid origins with the exception of B. ascendens, which did not possess the rbcL sequence of either of its putative diploid progenitors."
"Botrychium lunaria","Fern","Conservation +  Taxonomic clarification","To confirm","North American","Swartz, LM, Brunsfeld, SJ","2002","The morphological and genetic distinctness of Botrychium minganense and B. crenulatum as assessed by morphometric analysis and RAPD markers.","American Fern Journal","92: 249-269.","Empirical paper","","","","Two species of Botrychium subgenus Botrychium (moonworts, Ophioglossaceae), Botrychium minganense Victorin and B. crenulatum W. H. Wagner, can sometimes be confused in the field, even by experts, because of their reduced morphology. Botrychium minganense can imitate B. crenulatum, which is more rare. They are afforded different degrees of protection on Federal lands, making the distinctness of these species a question of management, conservation, and systematic interest. The purpose of this study was to compare a morphometric analysis of these two species with an analysis of DNA markers from the same individuals, and to assess their distinctness under each method. Collections were made in Washington, Oregon, Idaho, and Montana from seven populations of B. crenulatum and 18 populations of B. mingunense. Each plant was measured, emphasizing characters cited by authors in the original species descriptions. Canonical variate analysis performed on SAS separated the samples into two species groups with 32% overlap. RAPD genetic markers revealed more genetic variation than has previously been documented in moonworts. UPGMA cluster analysis of the similarity of RAPD profiles showed well-defined B. mingonense and B. crenulatum clusters, but no distinct clusters within B. minganense that could be correlated with its morphological variability. Small samples of the moonwort species B. lunaria and B. simplex included for comparison also formed distinct clusters. Botrychium crenulatum had seven unique RAPD bands, and identification of B. crenulatum could be confirmed or ruled out with markers from one or two RAPD primers. Both B. crenulatum and B. Junaria have been suggested as possible diploid parents of tetraploid B. mingonense. All RAPD markers absent in B. crenulatum but present in B. minganense were also present or polymorphic in B. lunaria, supporting B. lunaria as a possible parent. One very small population of B. minganense showed a monomorphic RAPD profile, consistent with inbreeding, but all other populations had multiple genotypes. Some plants of B. minganense clustered most closely with plants from populations up to 400 km away, suggesting that variation may be introduced into populations by occasional colonization by spores from distant sources."
"Botrychium lunaria","Fern","DNA barcoding","Organelle sequences","European","de Groot GA, During HJ, Maas JW, Schneider H, Vogel JC, Erkens RHJ","2011","Use of rbcL and trnL-F as a Two-Locus DNA Barcode for Identification of NW-European Ferns: An Ecological Perspective","Plos One ","6","Empirical paper","","","","Although consensus has now been reached on a general two-locus DNA barcode for land plants, the selected combination of markers (rbcL + matK) is not applicable for ferns at the moment. Yet especially for ferns, DNA barcoding is potentially of great value since fern gametophytes-while playing an essential role in fern colonization and reproduction-generally lack the morphological complexity for morphology-based identification and have therefore been underappreciated in ecological studies. We evaluated the potential of a combination of rbcL with a noncoding plastid marker, trnL-F, to obtain DNA-identifications for fern species. A regional approach was adopted, by creating a reference database of trusted rbcL and trnL-F sequences for the wild-occurring homosporous ferns of NW-Europe. A combination of parsimony analyses and distance-based analyses was performed to evaluate the discriminatory power of the two-region barcode. DNA was successfully extracted from 86 tiny fern gametophytes and was used as a test case for the performance of DNA-based identification. Primer universality proved high for both markers. Based on the combined rbcL + trnL-F dataset, all genera as well as all species with non-equal chloroplast genomes formed their own well supported monophyletic clade, indicating a high discriminatory power. Interspecific distances were larger than intraspecific distances for all tested taxa. Identification tests on gametophytes showed a comparable result. All test samples could be identified to genus level, species identification was well possible unless they belonged to a pair of Dryopteris species with completely identical chloroplast genomes. Our results suggest a high potential of the combined use of rbcL and trnL-F as a two-locus cpDNA barcode for identification of fern species. A regional approach may be preferred for ecological tests. We here offer such a ready-to-use barcoding approach for ferns, which opens the way for answering a whole range of questions previously unaddressed in fern gametophyte ecology."
