Species,Organism type,Study type,Molecular marker,Scale of study,Author,Year,Title,Journal,Volume/Pages,Type of publication,Editors,Publishers,City,Abstract
"Taraxacum lacistophyllum","Flowering plant","Clonal diversity assessment +  Speciation/diversification","Isozyme/Allozyme","","Richards, AJ","1996","Genetic variability in obligate apomicts of the genus Taraxacum.","Folia Geobotanica et Phytotaxonomica Bohemoslavaca","31: 405-414.","Summary Paper","","","",""
"Taraxacum pseudohamatum","Flowering plant","Clonal diversity assessment +  Speciation/diversification","Isozyme/Allozyme","","Richards, AJ","1996","Genetic variability in obligate apomicts of the genus Taraxacum.","Folia Geobotanica et Phytotaxonomica Bohemoslavaca","31: 405-414.","Summary Paper","","","",""
"Taraxacum unguilobum","Flowering plant","Clonal diversity assessment +  Speciation/diversification","Isozyme/Allozyme","","Richards, AJ","1996","Genetic variability in obligate apomicts of the genus Taraxacum.","Folia Geobotanica et Phytotaxonomica Bohemoslavaca","31: 405-414.","Summary Paper","","","",""
"Trichophorum cespitosum subsp. cespitosum","Flowering plant","Conservation +  Hybridisation +  Taxonomic clarification","Isozyme/Allozyme +  Organelle PCR RFLP +  Organelle sequences","","Hollingsworth, PM","2003","Taxonomic complexity, population genetics, and plant conservation in Scotland.","Botanical Journal of Scotland","55: 55-63.","Summary Paper","","","",""
"Trichophorum cespitosum subsp. cespitosum x subsp. germanicum = T. cespitos","Flowering plant","Conservation +  Hybridisation +  Taxonomic clarification","Isozyme/Allozyme +  Organelle PCR RFLP +  Organelle sequences","","Hollingsworth, PM","2003","Taxonomic complexity, population genetics, and plant conservation in Scotland.","Botanical Journal of Scotland","55: 55-63.","Summary Paper","","","",""
"Trichophorum cespitosum subsp. germanicum","Flowering plant","Conservation +  Hybridisation +  Taxonomic clarification","Isozyme/Allozyme +  Organelle PCR RFLP +  Organelle sequences","","Hollingsworth, PM","2003","Taxonomic complexity, population genetics, and plant conservation in Scotland.","Botanical Journal of Scotland","55: 55-63.","Summary Paper","","","",""
"Ulmus glabra","Flowering plant","Speciation/diversification +  Taxonomic clarification","To confirm","","Hollingsworth, PM, Hollingsworth, ML and Coleman, M","2000","The European Elms: Molecular Markers, Population Genetics, and Biosystematics","The Elms: Breeding, Conservation, and Disease Management.","3-20.","Summary Paper","C.P. Dunn.","Kluwer Academic Publishers.","Boston.",""
"Ulmus minor","Flowering plant","Speciation/diversification +  Taxonomic clarification","To confirm","","Hollingsworth, PM, Hollingsworth, ML and Coleman, M","2000","The European Elms: Molecular Markers, Population Genetics, and Biosystematics","The Elms: Breeding, Conservation, and Disease Management.","3-20.","Summary Paper","C.P. Dunn.","Kluwer Academic Publishers.","Boston.",""
"Ulmus plotii","Flowering plant","Speciation/diversification +  Taxonomic clarification","To confirm","","Hollingsworth, PM, Hollingsworth, ML and Coleman, M","2000","The European Elms: Molecular Markers, Population Genetics, and Biosystematics","The Elms: Breeding, Conservation, and Disease Management.","3-20.","Summary Paper","C.P. Dunn.","Kluwer Academic Publishers.","Boston.",""
"Zannichellia palustris","Flowering plant","Conservation +  Genetic diversity assessment","To confirm","","Triest, L","1991","Conservation of genetic diversity in water plants.","Isozymes in water plants","241-258.","Summary Paper","Triest L.","National Botanic Garden of Belgium.","Meise.",""
