Species,Organism type,Study type,Molecular marker,Scale of study,Author,Year,Title,Journal,Volume/Pages,Type of publication,Editors,Publishers,City,Abstract
"Chara intermedia","Algae","DNA barcoding +  Taxonomic clarification","","European","Schneider, SC, Nowak, P, von Ammon, U, Ballot, A","2016","Species differentiation in the genus Chara (Charophyceae): considerable phenotypic plasticity occurs within homogenous genetic groups","European Journal Of Phycology","51:282-293","Empirical paper","","","","Charophytes are benthic algae with a complex morphology and high phenotypic plasticity. This has led to ambiguities in species delineation. However, until now genetic studies on Chara have been based on samples collected from a restricted geographic range or only included a restricted number of taxa. This may have hindered a general interpretation of the results. We applied barcoding of matK, a rapidly evolving coding section of the plastid genome, in 324 Chara samples collected from 19 countries, in order to test whether the distribution of barcode haplotypes among individuals was consistent with species boundaries as they are currently understood. The phylogenetic tree grouped the 324 Chara individuals, which according to commonly used identification keys represented 29 species, into 12 well-defined groups (i.e. monophyletic morphospecies or groups of morphospecies). Considerable morphological variation occurred within genetically homogeneous groups. This included traits which are commonly used for Chara species determination, such as the length and number of spine cells, the length of stipulodes and bract cells, cortication (tylacanthous, isostichous, aulacanthous and absent cortication), as well as sex differentiation. However, there were also substantial genetic differences among morphologically similar species (e.g. C. virgata - C. globularis - C. connivens). No morphological trait consistently reflected genetic differences. This indicates that morphological traits for specific taxa may serve as diagnostic tools for species delimitation, but that they are not generally suitable for inferring genetic differentiation or phylogenetic relationships. We propose that (i) C. virgata and C. strigosa, (ii) C. liljebladii, C. horrida and C. baltica, and (iii) C. hispida, C. rudis and C. polyacantha are conspecific. Our data also indicate that C. gymnophylla should be divided into tylacanthous forms (which are closely related to C. contraria) and aulacanthous forms (which are related to C. vulgaris)."
"Chara rudis","Algae","Genetic diversity assessment +  Taxonomic clarification","AFLP","European","Urbaniak, Jacek Combik, Michal","2013","Genetic and morphological data fail to differentiate Chara intermedia, from C. baltica, or C. polyacantha and C. rudis from C. hispida","European Journal Of Phycology","48:253-259","Empirical paper","","","","Genetic variation of five species belonging to the section Hartmania - Chara baltica, C. intermedia, C. hispida, C. polyacantha and C. rudis - was investigated using Amplified Fragment Length Polymorphism (AFLP) techniques. Chara intermedia can be distinguished from the others by the presence or absence of numerous morphological characters. However, probably because of the high variability of the morphological features and common occurrence of apparently transitional forms, more than 80 specimens of the five species were collected and analysed. The specimens were collected from a total of 24 sites, including freshwater localities and sites in the Baltic Sea, initially classified into the five species based on morphological features, and then analysed using AFLP; as an outgroup we used C. globularis. The specimens formed two groups, the first group comprising C. intermedia and C. baltica, the second C. hispida, C. rudis and C. polyacantha. No consistent genetic differences were found between species within each of the two groups. Transitional forms of C. hispida/C. rudis were placed in a clade between individuals of C. hispida and C. rudis. Local populations of some charophytes differ morphologically from one another, possibly as a result of local adaptation."
"Chara rudis","Algae","DNA barcoding +  Taxonomic clarification","","European","Schneider, SC, Nowak, P, von Ammon, U, Ballot, A","2016","Species differentiation in the genus Chara (Charophyceae): considerable phenotypic plasticity occurs within homogenous genetic groups","European Journal Of Phycology","51:282-293","Empirical paper","","","","Charophytes are benthic algae with a complex morphology and high phenotypic plasticity. This has led to ambiguities in species delineation. However, until now genetic studies on Chara have been based on samples collected from a restricted geographic range or only included a restricted number of taxa. This may have hindered a general interpretation of the results. We applied barcoding of matK, a rapidly evolving coding section of the plastid genome, in 324 Chara samples collected from 19 countries, in order to test whether the distribution of barcode haplotypes among individuals was consistent with species boundaries as they are currently understood. The phylogenetic tree grouped the 324 Chara individuals, which according to commonly used identification keys represented 29 species, into 12 well-defined groups (i.e. monophyletic morphospecies or groups of morphospecies). Considerable morphological variation occurred within genetically homogeneous groups. This included traits which are commonly used for Chara species determination, such as the length and number of spine cells, the length of stipulodes and bract cells, cortication (tylacanthous, isostichous, aulacanthous and absent cortication), as well as sex differentiation. However, there were also substantial genetic differences among morphologically similar species (e.g. C. virgata - C. globularis - C. connivens). No morphological trait consistently reflected genetic differences. This indicates that morphological traits for specific taxa may serve as diagnostic tools for species delimitation, but that they are not generally suitable for inferring genetic differentiation or phylogenetic relationships. We propose that (i) C. virgata and C. strigosa, (ii) C. liljebladii, C. horrida and C. baltica, and (iii) C. hispida, C. rudis and C. polyacantha are conspecific. Our data also indicate that C. gymnophylla should be divided into tylacanthous forms (which are closely related to C. contraria) and aulacanthous forms (which are related to C. vulgaris)."
"Chara virgata","Algae","DNA barcoding +  Taxonomic clarification","","European","Schneider, SC, Nowak, P, von Ammon, U, Ballot, A","2016","Species differentiation in the genus Chara (Charophyceae): considerable phenotypic plasticity occurs within homogenous genetic groups","European Journal Of Phycology","51:282-293","Empirical paper","","","","Charophytes are benthic algae with a complex morphology and high phenotypic plasticity. This has led to ambiguities in species delineation. However, until now genetic studies on Chara have been based on samples collected from a restricted geographic range or only included a restricted number of taxa. This may have hindered a general interpretation of the results. We applied barcoding of matK, a rapidly evolving coding section of the plastid genome, in 324 Chara samples collected from 19 countries, in order to test whether the distribution of barcode haplotypes among individuals was consistent with species boundaries as they are currently understood. The phylogenetic tree grouped the 324 Chara individuals, which according to commonly used identification keys represented 29 species, into 12 well-defined groups (i.e. monophyletic morphospecies or groups of morphospecies). Considerable morphological variation occurred within genetically homogeneous groups. This included traits which are commonly used for Chara species determination, such as the length and number of spine cells, the length of stipulodes and bract cells, cortication (tylacanthous, isostichous, aulacanthous and absent cortication), as well as sex differentiation. However, there were also substantial genetic differences among morphologically similar species (e.g. C. virgata - C. globularis - C. connivens). No morphological trait consistently reflected genetic differences. This indicates that morphological traits for specific taxa may serve as diagnostic tools for species delimitation, but that they are not generally suitable for inferring genetic differentiation or phylogenetic relationships. We propose that (i) C. virgata and C. strigosa, (ii) C. liljebladii, C. horrida and C. baltica, and (iii) C. hispida, C. rudis and C. polyacantha are conspecific. Our data also indicate that C. gymnophylla should be divided into tylacanthous forms (which are closely related to C. contraria) and aulacanthous forms (which are related to C. vulgaris)."
"Chara virgata","Algae","Genetic diversity assessment","","European","Urbaniak, J, Combik, M","2017","Amplified fragment length polymorphism (AFLP)-based differentiation of selected Chara species","Oceanological And Hydrobiological Studies","46:74-84","Empirical paper","","","","Charophytes are a group of green algae that grow in various types of water ecosystems and are characterized by a high degree of plasticity and morphological variation. To analyze the genetic diversity and taxonomic rank of several species from the genus Chara, the fingerprinting technique of Amplified Fragment Length Polymorphism (AFLP) was applied. We studied species that belong to sect. Grovesia (C. tenuispina, C. globularis, C. virgata, C. aspera and C. strigosa) and two species from the sect. Hartmania (C. intermedia and C. hispida). The individuals were collected in the field in north-eastern, central and eastern Poland. The species were identified based on morphological features and then analyzed using the AFLP fingerprinting method. UPGMA clustering and PCA analysis as well as morphological analysis revealed a clear separation of C. tenuispina and C. globularis, which formed separate clusters supported by high bootstrap values. Therefore, these species were distinguish as separate taxa, rather than varieties of C. globularis. Similarly, C. virgata also formed a separate cluster, thereby confirming that this taxon is a separate species, rather than a variety of C. globularis. The AFLP analysis did not show any differentiation between C. aspera and C. strigosa. The presented results do not fully support the taxonomic interpretation for the existence of several polymorphic species with numerous variations and forms, however, in some examples, the distinctive nature of the reproduction system may be used as a distinguishing feature of the taxa."
"Diatoms","Algae","Genetic diversity assessment +  Taxonomic clarification","To confirm","","Mann DG, Evans KM","2007","Molecular geneticsand the neglected art of diatomics","Unravelling the Algae – the past, present and future of algal molecular systematics","231-265","Summary paper","J. Brodie and J.M. Lewis","CRC Press","","Molecular systematic methods have been applied to all levels of problem in the diatoms. A possible sister group to the diatoms has been identified, the primary evolutionary radiation has been shown to be among centric diatom lineages, and the systematic positions of some problematic genera have been established. Certain structural characteristics previously used to diagnose higher taxa have been shown to exhibit homoplasy, and examination of selected complexes of diatoms has shown that cryptic and semicryptic species are probably widespread. Population genetics show that some species are panmictic over large geographical areas, while others are strongly differentiated at the population level, either geographically or temporally. Ongoing research addresses the major biogeographical question of whether diatom species are ubiquitous. On the negative side, most gene trees are disappointing because of the low statistical support for basal nodes in group-wide analyses; independent data sources (cytology, fossils) also mostly fail to discriminate between competing hypotheses of relationships. Constraints on progress include the relative poverty of culture collections and lack of multi-gene sequence data. The worst problem is the poor state of “diatomics” (holistic information about diatom species): for most diatoms, low-grade information about cell wall morphology is all that is available. Improved phylogenies are therefore often unedifying."
"Dictyochloropsis reticulata","Algae","Marker development","Nuclear microsatellite","Euro-North American","Dal Grande F, Widmer I, Beck A, Scheidegger C","2010","Microsatellite markers for Dictyochloropsis reticulata (Trebouxiophyceae), the symbiotic alga of the lichen Lobaria pulmonaria (L.)","Conservation Genetics ","11: 1147-1149","Empirical paper","","","","We isolated and characterized eight microsatellite markers for Dictyochloropsis reticulata, the primary photosynthetic partner of the epiphytic lichen Lobaria pulmonaria. These are the first microsatellite loci reported for a lichen symbiotic alga. These polymorphic markers will be useful for investigating spatial genetic structure, biogeography and dispersal of this eukaryotic alga and will generally shed light on the coevolution of the green-algal lichen symbioses."
"Diplosphaera chodatii","Algae","Genetic diversity assessment","","Euro-North American","Fontaine, Kyle M., Stocker-Woergoetter, Elfie, Booth, Tom, Piercey-Normore, Michele D.","2013","Genetic diversity of the lichen-forming alga, Diplosphaera chodatii, in North America and Europe","Lichenologist","45:799-813","Empirical paper","","","","Dermatocarpon luridum is a subaquatic lichen which is distributed within temperate climatic zones around the world. It colonizes rock substrata along the shoreline of lakes and rivers of watersheds that regularly experience water level fluctuations. The mycobiont produces perithecia with small, simple spores that are thought to be wind dispersed. The photobiont, Diplosphaera chodatii, occurs both free-living and lichenized but little is known about its distribution and dispersal. The goal of this study was to compare the population structure of the photobiont from lakes and rivers in central North America with those of Europe. Specimens were collected in Manitoba, Canada and Austria. Population structure of the algal symbiont was assessed using the internal transcribed spacer (ITS) of ribosomal DNA (rDNA) and actin gene sequences. Results showed that genetic diversity and gene flow was high within local populations, but gene flow was low between continental populations. Low levels of gene flow between the most distant populations support the isolation-by-distance theory. The photobiont on both continents is also reported to be the photobiont for other lichen species contributing to photobiont availability for D. luridum."
"Enteromorpha clathrata","Algae","Taxonomic clarification","Nuclear sequences","Country: IrelandEuropeanLocal: Irish vice-county area","Blomster, J, Maggs, CA and Stanhope, MJ","1999","Extensive intraspecific morphological variation in Enteromorpha muscoides (Chlorophyta) revealed by molecular analysis.","Journal of Phycology","35: 575-586.","Empirical paper","","","",""
"Enteromorpha compressa","Algae","Marker development +  Taxonomic clarification","Nuclear sequences","Country: IrelandCountry: WidespreadEuro-North AmericanLocal: Irish vice-county area","Blomster, J, Hoey, EM, Maggs, CA and Stanhope, MJ","2000","Species-specific oligonucleotide probes for macroalgae: molecular discrimination of two marine fouling species of Enteromorpha (Ulvophyceae).","Molecular Ecology","9: 177-186.","Empirical paper","","","","The green seaweeds Enteromorpha intestinalis and E. compressa are important fouling organisms commonly found in polluted and nutrient-enriched marine and brackish water habitats, where they are used in environmental monitoring. Discrimination of the two species is extremely difficult because of overlapping morphological characters. In this study a quick molecular method for species identification was developed based on the nuclear rDNA ITS2 sequence data of 54 E. intestinalis samples and 20 E. compressa samples from a wide geographical range. Oligonucleotide probes were designed for species-specific hybridization to dot-blots of the PCR-amplified ITS1, 5.8S gene and ITS2 fragment of both E. intestinalis and E. compressa . Specificity of the oligonucleotide probes was confirmed by tests with taxonomically diverse species that could morphologically be confused with E. intestinalis or E. compressa . This is the first use of species-specific probes for macroalgae. The restriction endonuclease Nru I digested specifically the amplified PCR product from E. compressa into two fragments detectable on agarose gels, but no suitable restriction sites were identifiable in the PCR product of E. intestinalis."
"Enteromorpha compressa","Algae","Marker development +  Taxonomic clarification","Nuclear sequences +  Organelle southern RFLP","Country: IrelandCountry: WidespreadLocal: Irish vice-county area","Blomster, J, Maggs, CA and Stanhope, MJ","1998","Molecular and morphological anaylsis of Enteromorpha intestinalis and E. compressa (Chlorophyta) in the British Isles.","Journal of Phycology","34: 319-340.","Empirical paper","","","",""
"Enteromorpha compressa","Algae","Taxonomic clarification","Nuclear sequences","Country: IrelandEuropeanLocal: Irish vice-county area","Blomster, J, Maggs, CA and Stanhope, MJ","1999","Extensive intraspecific morphological variation in Enteromorpha muscoides (Chlorophyta) revealed by molecular analysis.","Journal of Phycology","35: 575-586.","Empirical paper","","","",""
"Enteromorpha intestinalis","Algae","Marker development +  Taxonomic clarification","Nuclear sequences","Country: IrelandCountry: WidespreadEuro-North AmericanLocal: Irish vice-county area","Blomster, J, Hoey, EM, Maggs, CA and Stanhope, MJ","2000","Species-specific oligonucleotide probes for macroalgae: molecular discrimination of two marine fouling species of Enteromorpha (Ulvophyceae).","Molecular Ecology","9: 177-186.","Empirical paper","","","","The green seaweeds Enteromorpha intestinalis and E. compressa are important fouling organisms commonly found in polluted and nutrient-enriched marine and brackish water habitats, where they are used in environmental monitoring. Discrimination of the two species is extremely difficult because of overlapping morphological characters. In this study a quick molecular method for species identification was developed based on the nuclear rDNA ITS2 sequence data of 54 E. intestinalis samples and 20 E. compressa samples from a wide geographical range. Oligonucleotide probes were designed for species-specific hybridization to dot-blots of the PCR-amplified ITS1, 5.8S gene and ITS2 fragment of both E. intestinalis and E. compressa . Specificity of the oligonucleotide probes was confirmed by tests with taxonomically diverse species that could morphologically be confused with E. intestinalis or E. compressa . This is the first use of species-specific probes for macroalgae. The restriction endonuclease Nru I digested specifically the amplified PCR product from E. compressa into two fragments detectable on agarose gels, but no suitable restriction sites were identifiable in the PCR product of E. intestinalis."
"Enteromorpha intestinalis","Algae","Marker development +  Taxonomic clarification","Nuclear sequences +  Organelle southern RFLP","Country: IrelandCountry: WidespreadLocal: Irish vice-county area","Blomster, J, Maggs, CA and Stanhope, MJ","1998","Molecular and morphological anaylsis of Enteromorpha intestinalis and E. compressa (Chlorophyta) in the British Isles.","Journal of Phycology","34: 319-340.","Empirical paper","","","",""
"Enteromorpha intestinalis","Algae","Taxonomic clarification","Nuclear sequences","Country: IrelandEuropeanLocal: Irish vice-county area","Blomster, J, Maggs, CA and Stanhope, MJ","1999","Extensive intraspecific morphological variation in Enteromorpha muscoides (Chlorophyta) revealed by molecular analysis.","Journal of Phycology","35: 575-586.","Empirical paper","","","",""
"Enteromorpha linza","Algae","Marker development +  Taxonomic clarification","Nuclear sequences","Country: IrelandCountry: WidespreadEuro-North AmericanLocal: Irish vice-county area","Blomster, J, Hoey, EM, Maggs, CA and Stanhope, MJ","2000","Species-specific oligonucleotide probes for macroalgae: molecular discrimination of two marine fouling species of Enteromorpha (Ulvophyceae).","Molecular Ecology","9: 177-186.","Empirical paper","","","","The green seaweeds Enteromorpha intestinalis and E. compressa are important fouling organisms commonly found in polluted and nutrient-enriched marine and brackish water habitats, where they are used in environmental monitoring. Discrimination of the two species is extremely difficult because of overlapping morphological characters. In this study a quick molecular method for species identification was developed based on the nuclear rDNA ITS2 sequence data of 54 E. intestinalis samples and 20 E. compressa samples from a wide geographical range. Oligonucleotide probes were designed for species-specific hybridization to dot-blots of the PCR-amplified ITS1, 5.8S gene and ITS2 fragment of both E. intestinalis and E. compressa . Specificity of the oligonucleotide probes was confirmed by tests with taxonomically diverse species that could morphologically be confused with E. intestinalis or E. compressa . This is the first use of species-specific probes for macroalgae. The restriction endonuclease Nru I digested specifically the amplified PCR product from E. compressa into two fragments detectable on agarose gels, but no suitable restriction sites were identifiable in the PCR product of E. intestinalis."
"Enteromorpha muscoides","Algae","Marker development +  Taxonomic clarification","Nuclear sequences","Country: IrelandCountry: WidespreadEuro-North AmericanLocal: Irish vice-county area","Blomster, J, Hoey, EM, Maggs, CA and Stanhope, MJ","2000","Species-specific oligonucleotide probes for macroalgae: molecular discrimination of two marine fouling species of Enteromorpha (Ulvophyceae).","Molecular Ecology","9: 177-186.","Empirical paper","","","","The green seaweeds Enteromorpha intestinalis and E. compressa are important fouling organisms commonly found in polluted and nutrient-enriched marine and brackish water habitats, where they are used in environmental monitoring. Discrimination of the two species is extremely difficult because of overlapping morphological characters. In this study a quick molecular method for species identification was developed based on the nuclear rDNA ITS2 sequence data of 54 E. intestinalis samples and 20 E. compressa samples from a wide geographical range. Oligonucleotide probes were designed for species-specific hybridization to dot-blots of the PCR-amplified ITS1, 5.8S gene and ITS2 fragment of both E. intestinalis and E. compressa . Specificity of the oligonucleotide probes was confirmed by tests with taxonomically diverse species that could morphologically be confused with E. intestinalis or E. compressa . This is the first use of species-specific probes for macroalgae. The restriction endonuclease Nru I digested specifically the amplified PCR product from E. compressa into two fragments detectable on agarose gels, but no suitable restriction sites were identifiable in the PCR product of E. intestinalis."
"Enteromorpha muscoides","Algae","Taxonomic clarification","Nuclear sequences","Country: IrelandEuropeanLocal: Irish vice-county area","Blomster, J, Maggs, CA and Stanhope, MJ","1999","Extensive intraspecific morphological variation in Enteromorpha muscoides (Chlorophyta) revealed by molecular analysis.","Journal of Phycology","35: 575-586.","Empirical paper","","","",""
"Enteromorpha procera","Algae","Marker development +  Taxonomic clarification","Nuclear sequences","Country: IrelandCountry: WidespreadEuro-North AmericanLocal: Irish vice-county area","Blomster, J, Hoey, EM, Maggs, CA and Stanhope, MJ","2000","Species-specific oligonucleotide probes for macroalgae: molecular discrimination of two marine fouling species of Enteromorpha (Ulvophyceae).","Molecular Ecology","9: 177-186.","Empirical paper","","","","The green seaweeds Enteromorpha intestinalis and E. compressa are important fouling organisms commonly found in polluted and nutrient-enriched marine and brackish water habitats, where they are used in environmental monitoring. Discrimination of the two species is extremely difficult because of overlapping morphological characters. In this study a quick molecular method for species identification was developed based on the nuclear rDNA ITS2 sequence data of 54 E. intestinalis samples and 20 E. compressa samples from a wide geographical range. Oligonucleotide probes were designed for species-specific hybridization to dot-blots of the PCR-amplified ITS1, 5.8S gene and ITS2 fragment of both E. intestinalis and E. compressa . Specificity of the oligonucleotide probes was confirmed by tests with taxonomically diverse species that could morphologically be confused with E. intestinalis or E. compressa . This is the first use of species-specific probes for macroalgae. The restriction endonuclease Nru I digested specifically the amplified PCR product from E. compressa into two fragments detectable on agarose gels, but no suitable restriction sites were identifiable in the PCR product of E. intestinalis."
"Enteromorpha prolifera","Algae","Marker development +  Taxonomic clarification","Nuclear sequences","Country: IrelandCountry: WidespreadEuro-North AmericanLocal: Irish vice-county area","Blomster, J, Hoey, EM, Maggs, CA and Stanhope, MJ","2000","Species-specific oligonucleotide probes for macroalgae: molecular discrimination of two marine fouling species of Enteromorpha (Ulvophyceae).","Molecular Ecology","9: 177-186.","Empirical paper","","","","The green seaweeds Enteromorpha intestinalis and E. compressa are important fouling organisms commonly found in polluted and nutrient-enriched marine and brackish water habitats, where they are used in environmental monitoring. Discrimination of the two species is extremely difficult because of overlapping morphological characters. In this study a quick molecular method for species identification was developed based on the nuclear rDNA ITS2 sequence data of 54 E. intestinalis samples and 20 E. compressa samples from a wide geographical range. Oligonucleotide probes were designed for species-specific hybridization to dot-blots of the PCR-amplified ITS1, 5.8S gene and ITS2 fragment of both E. intestinalis and E. compressa . Specificity of the oligonucleotide probes was confirmed by tests with taxonomically diverse species that could morphologically be confused with E. intestinalis or E. compressa . This is the first use of species-specific probes for macroalgae. The restriction endonuclease Nru I digested specifically the amplified PCR product from E. compressa into two fragments detectable on agarose gels, but no suitable restriction sites were identifiable in the PCR product of E. intestinalis."
"Enteromorpha prolifera","Algae","Marker development +  Taxonomic clarification","Nuclear sequences +  Organelle southern RFLP","Country: IrelandCountry: WidespreadLocal: Irish vice-county area","Blomster, J, Maggs, CA and Stanhope, MJ","1998","Molecular and morphological anaylsis of Enteromorpha intestinalis and E. compressa (Chlorophyta) in the British Isles.","Journal of Phycology","34: 319-340.","Empirical paper","","","",""
"Enteromorpha prolifera","Algae","Taxonomic clarification","Nuclear sequences","Country: IrelandEuropeanLocal: Irish vice-county area","Blomster, J, Maggs, CA and Stanhope, MJ","1999","Extensive intraspecific morphological variation in Enteromorpha muscoides (Chlorophyta) revealed by molecular analysis.","Journal of Phycology","35: 575-586.","Empirical paper","","","",""
"Fucus serratus","Algae","Phylogeography","Organelle sequences","European","Coyer, JA, Hoarau, G, Stam, WT and Olsen, JL","2004","Geographically specific heteroplasmy of mitochondrial DNA in the seaweed, Fucus serratus (Heterokontophyta: Phaeophyceae, Fucales).","Molecular Ecology","13: 1323-1326.","Empirical paper","","","","The presence of more than one type of mitochondrial DNA within the same organism (mtDNA heteroplasmy) has been reported in vertebrates, invertebrates, basidiomycetes and some angiosperms, but never in marine (macro)algae. We examined sequence differences in a 135-base pair (bp) region of the nad 11 gene in mitochondria of the intertidal rockweed, Fucus serratus , using single-strand conformation polymorphism (SSCP). Each of 70 and 22 individuals from Blushøj (Denmark) and Oskarshamn (Sweden), respectively, displayed haplotypes 2, 3, and 4 (= mtDNA heteroplasmy), whereas only haplotype 2 was found in each of 24 individuals from locations in Spain, France, Ireland, Iceland and Norway. As Blushøj and Oskarshamn were among the last areas to emerge from ice cover during the Last Glacial Maximum (18 000–20 000 years BP ), the geographically specific heteroplasmy may represent a founder effect and therefore, a valuable marker for understanding the role of post-Ice Age recolonization. Geographically specific heteroplasmy also has important implications in phylogeographical studies based on mtDNA sequences."
"Gracilaria gracilis","Algae","Marker development +  Taxonomic clarification","RAPD","European","Martinez, EA, Destombe, C, Quillet, MC and Valero, M","1999","Identification of random amplified polymorphic DNA (RAPD) markers highly linked to sex determination in the red alga Gracilaria gracilis.","Molecular Ecology","8: 1533-1538.","Empirical paper","","","","The random amplified polymorphic DNA (RAPD) technique was employed in the haplodiploid dioecious species Gracilaria gracilis to identify sex-linked PCR markers. Sixtynine decamer oligonucleotide primers were tested on two bulks of DNA, one from five haploid males and the other from five haploid females. One of these primers (OPD13) generated a 430-bp fragment specific to males and a 620-bp fragment specific to females. The diploid individuals (tetrasporophytes) showed the co-occurrence of these two fragments. In order to verify the linkage between the sexual phenotypes and these markers, a progeny array of 59 haploid individuals (male and female) born on a diploid individual was analysed, in all of which the two markers produced by the OPD13 primer segregated perfectly with sex."
"Nitella gracilis","Algae","Taxonomic clarification","Organelle sequences","Asian","Sakayama, H, Hara, Y, Nozaki, H","2004","Taxonomic re-examination of six species of Nitella (Charales, Charophyceae) from Asia, and phylogenetic relationships within the genus based on rbcL and atpB gene sequences.","Phycologia","43: 91-104.","Empirical paper","","","","Six taxa of Nitella (Charales, Charophyceae), collected from Asia, were investigated using light and scanning electron microscopy (SEM) for the oospores, and sequencing of the gene encoding the large subunit of Rubisco (rbcL), in order to improve our understanding of their taxonomic status. Our SEM observations demonstrated that the oospore morphology of four taxa belonging to the subgenus Tieffallenia [N. megaspora (J. Groves) Sakayama, comb. nov. (= N. pseudoflabellata f. megaspora), N. tumulosa (= N. furcata f. tumuloso), N. gracillima (= N. gracilis f. gracillima) and N. axilliformis (= N. translucens f. axilliformis)] is distinctly different from that of the species N. pseudoflabellata, N. furcata, N. gracilis and N. translucens, respectively, to which R.D. Wood assigned them as infraspecific taxa. Our rbcL sequence data showed that N. megaspora is separated phylogenetically from N. pseudoflabellata, N. tumulosa from N. furcata and N. axilliformis from N. transhicens. In addition, to re-examine the taxonomic system of Nitella proposed by R.D. Wood, who treated oospore wall ornamentations as diagnostic at the infraspecific level, we carried out molecular phylogenetic analyses using the combined sequence data set for the gene encoding the beta subunit of ATP synthase (atpB) and the rbcL gene of these six species, as well as eleven species of Nitella studied previously. The combined sequence data resolved five robust clades within the subgenus Tieffallenia that were characterized by differences in oospore wall ornamentation. However, the species and sectional diagnoses of R.D. Wood, such as the form and cell number of dactyls in vegetative thalli, were variable within the clades. Therefore, R.D. Wood's taxonomic system appears unnatural, at least within the subgenus Tieffallenia."
"Nitella translucens","Algae","Taxonomic clarification","Organelle sequences","Asian","Sakayama, H, Hara, Y, Nozaki, H","2004","Taxonomic re-examination of six species of Nitella (Charales, Charophyceae) from Asia, and phylogenetic relationships within the genus based on rbcL and atpB gene sequences.","Phycologia","43: 91-104.","Empirical paper","","","","Six taxa of Nitella (Charales, Charophyceae), collected from Asia, were investigated using light and scanning electron microscopy (SEM) for the oospores, and sequencing of the gene encoding the large subunit of Rubisco (rbcL), in order to improve our understanding of their taxonomic status. Our SEM observations demonstrated that the oospore morphology of four taxa belonging to the subgenus Tieffallenia [N. megaspora (J. Groves) Sakayama, comb. nov. (= N. pseudoflabellata f. megaspora), N. tumulosa (= N. furcata f. tumuloso), N. gracillima (= N. gracilis f. gracillima) and N. axilliformis (= N. translucens f. axilliformis)] is distinctly different from that of the species N. pseudoflabellata, N. furcata, N. gracilis and N. translucens, respectively, to which R.D. Wood assigned them as infraspecific taxa. Our rbcL sequence data showed that N. megaspora is separated phylogenetically from N. pseudoflabellata, N. tumulosa from N. furcata and N. axilliformis from N. transhicens. In addition, to re-examine the taxonomic system of Nitella proposed by R.D. Wood, who treated oospore wall ornamentations as diagnostic at the infraspecific level, we carried out molecular phylogenetic analyses using the combined sequence data set for the gene encoding the beta subunit of ATP synthase (atpB) and the rbcL gene of these six species, as well as eleven species of Nitella studied previously. The combined sequence data resolved five robust clades within the subgenus Tieffallenia that were characterized by differences in oospore wall ornamentation. However, the species and sectional diagnoses of R.D. Wood, such as the form and cell number of dactyls in vegetative thalli, were variable within the clades. Therefore, R.D. Wood's taxonomic system appears unnatural, at least within the subgenus Tieffallenia."
"Palmaria palmata","Algae","Phylogeography","Nuclear sequences +  Organelle sequences","Northern Hemisphere","Provan, J, Wattier, RA and Maggs, CA","2005","Phylogeographic analysis of the red seaweed Palmaria palmata reveals a Pleistocene marine glacial refugium in the English Channel","Molecular Ecology","14: 793-803","Empirical paper","","","","Phylogeography has provided a new approach to the analysis of the postglacial history of a wide range of taxa but, to date, little is known about the effect of glacial periods on the marine biota of Europe. We have utilized a combination of nuclear, plastid and mitochondrial genetic markers to study the biogeographic history of the red seaweed Palmaria palmata in the North Atlantic. Analysis of the nuclear rDNA operon (ITS1-5.8S-ITS2), the plastid 16Strn Itrn A-23S-5S,
rbcLrbc S and rpl 12-rps 31- rpl 9 regions and the mitochondrial cox 2–3 spacer has revealed the existence of a previously unidentified marine refugium in the English Channel, along with possible secondary refugia off the southwest coast of Ireland
and in northeast North America and/or Iceland. Coalescent and mismatch analyses date the expansion of European populations from approximately 128 000 BP and suggest a continued
period of exponential growth since then. Consequently, we postulate that the penultimate
(Saale) glacial maximum was the main event in shaping the biogeographic history of European
P. palmata
populations which persisted throughout the last (Weichselian) glacial
maximum (
c.
20 000
BP
) in the Hurd Deep, an enigmatic trench in the English Channel."
"Palmaria palmata","Algae","Phylogeography","Organelle PCR RFLP +  Organelle sequences","Euro-North American","Provan, J, Murphy, S and Maggs, CA","2005","Tracking the invasive history of the green algae Codium fragile ssp tomentosoides","Molecular Ecology","14: 189-194","Empirical paper","","","","The spread of nonindigenous species into new habitats is having a drastic effect on natural ecosystems and represents an increasing threat to global biodiversity. In the marine environment,
where data on the movement of invasive species is scarce, the spread of alien seaweeds
represents a particular problem. We have employed a combination of plastid microsatellite
markers and DNA sequence data from three regions of the plastid genome to trace the invasive
history of the green alga Codium fragile ssp.tomentosoides. Extremely low levels of genetic
variation were detected, with only four haplotypes present in the species’ native range in
Japan and only two of these found in introduced populations. These invasive populations
displayed a high level of geographical structuring of haplotypes, with one haplotype localized
in the Mediterranean and the other found in Northwest Atlantic, northern European and
South Pacific populations. Consequently, we postulate that there have been at least two separate
introductions of C. fragile ssp. Tomentosoides from its native range in the North Pacific."
"Phycodrys rubens","Algae","Phylogeography +  Taxonomic clarification","Isozyme/Allozyme +  RAPD","Euro-North American","van Oppen, M, Olsen, J and Stam, W","1995","Genetic variation within and among North-Atlantic and Baltic populations of the benthic alga, Phycodrys rubens (Rhodophyta).","European Journal of Phycology","30: 251-260.","Empirical paper","","","",""
