Species,Organism type,Study type,Molecular marker,Scale of study,Author,Year,Title,Journal,Volume/Pages,Type of publication,Editors,Publishers,City,Abstract
"Fissidens viridilus","Bryophyte","DNA barcoding +  Gender Identification","Nuclear sequences +  Organelle sequences","Euro-North American","Hassel, KristianSegreto, Rossana, Ekrem, Torbjorn","2013","Restricted variation in plant barcoding markers limits identification in, closely related bryophyte species","Molecular Ecology Resources","13:1047-1057","Empirical paper","","","","Species-level identification and delimitation of bryophytes using the proposed general barcode markers for land plants has been challenging. Bryophyta (mosses) is the second most species-rich group of land plants after angiosperms, and it is thus of great importance to find useful barcoding regions also for this group of plants. We investigated how the plastid regions atpF-atpH, rbcL and trnH-psbA and the nuclear ITS2 region performed as barcode markers on closely related bryophyte taxa of selected moss (Bartramia, Distichium, Fissidens, Meesia and Syntrichia) and liverwort (Blepharostoma) genera from boreal and arctic regions. We also evaluated how sequencing success of herbarium specimens is related to length of the sequenced fragment, specimen age and taxonomic group. Sequencing success was higher for shorter fragments and younger herbarium specimens, but was lower than expected in the genera Distichium and Fissidens, indicating imperfect universality of the primers used. None of the studied DNA barcode regions showed a consistent barcode gap across the studied genera. As a single locus, the region atpF-atpH performed slightly better than rbcL and ITS2 and much better than trnH-psbA in terms of grouping conspecific sequences in monophyletic groups. This marker also gave a higher percentage of correct hits when conducting blast searches on a local database of identified sequences. Concatenated data sets of two and three markers grouped more conspecific sequences in monophyletic groups, but the improvement was not great compared with atpF-atpH alone. A discussion of recent studies testing barcode regions for bryophytes is given. We conclude that atpF-atpH, rbcL and ITS2 are to be the most promising barcode markers for mosses."
"Fontinalis antipyretica","Bryophyte","Genetic diversity assessment +  Spatial Genetic Structure","ISSR","European","Korpelainen, H.von Crautlein, M., Kostamo, K., Virtanen, V.","2013","Spatial genetic structure of aquatic bryophytes in a connected lake system","Plant Biology","15:514-521","Empirical paper","","","","Using genetic markers, we investigated the genetic structure of three clonal aquatic moss species, Calliergon megalophyllum Mikut., Fontinalis antipyretica Hedw. and F.hypnoides Hartm. on two scales: among populations in a connected lake system (large-scale spatial genetic structure) and among individuals within populations (fine-scale spatial genetic structure). Mean genetic diversities per population were 0.138, 0.247 and 0.271, respectively, and total diversities equalled 0.223, 0.385 and 0.421, respectively. Relative differentiation levels (FST values of 0.173, 0.280 and 0.142, respectively) were significant but showed that there is a moderate amount of gene flow taking place within the lake system connected with narrow streams. Bayesian STRUCTURE analysis provided some indication that the direction of water flow influences population genetic structuring in the studied aquatic mosses. We propose that dispersal leading to gene flow in C.megalophyllum, F.antipyretica and F.hypnoides takes place both along water via connecting streams and by animal vectors, such as waterfowl. Nevertheless, the slight genetic structuring pattern along the direction of water flow suggests that dispersal of shoots or their fragments along water is a means of dispersal in these mosses. The absence of sexual reproduction and spores may have caused the observed spatial genetic structure within populations, including aggregations of similar genotypes (clones or closely related genotypes) at short distances in populations otherwise showing an isolation by distance effect. Regardless of the results pointing to the dominance of vegetative propagation, it is impossible to completely rule out the potential role of rare long-distance spore dispersal from areas where the species are fertile."
"Funaria hygrometrica","Bryophyte","Adaptation +  Genetic diversity assessment","","European","Magdy, M, Werner, O, McDaniel, SF, Goffinet, B, Ros, RM","2016","Genomic scanning using AFLP to detect loci under selection in the moss Funaria hygrometrica along a climate gradient in the Sierra Nevada Mountains, Spain","Plant Biology","18:280-288","Empirical paper","","","","The common cord moss Funaria hygrometrica has a worldwide distribution and thrives in a wide variety of environments. Here, we studied the genetic diversity in F. hygrometrica along an abiotic gradient in the Mediterranean high mountain of Sierra Nevada (Spain) using a genome scan method. Eighty-four samples from 17 locations from 24 to 2700 m were fingerprinted based on their amplified fragment length polymorphism (AFLP) banding pattern. Using PCA and Bayesian inference we found that the genetic diversity was structured in three or four clusters, respectively. Using a genome scan method we identified 13 outlier loci, which showed a signature of positive selection. Partial Mantel tests were performed between the Euclidean distance matrices of geographic and climatic variables, versus the pair-wise genetic distance of the AFLP dataset and AFLP-positive outliers dataset. AFLP-positive outlier data were significantly correlated with the gradient of the climatic variables, suggesting adaptive variation among populations of F. hygrometrica along the Sierra Nevada Mountains. We highlight the additional analyses necessary to identify the nature of these loci, and their biological role in the adaptation process."
"Grimmia spp.","Bryophyte","DNA barcoding","Organelle sequences","Asian","Liu Y, Cao T, Ge X-J","2011","A case study of DNA barcoding in Chinese Grimmiaceae and a moss recorded in China for the first time","Taxon","60: 185-193","Empirical paper","","","","Mosses are among the basal lineages of embryophytes and one of the three bryophyte lineages. In the present study, four regions of chloroplast DNA (rbcL-a, rps4, trnH-psbA, trnL intron) were used to investigate the applicability of DNA barcoding to four moss genera of Grimmiaceae (Racomitrium, Coscinodon, Grimmia, Schist idiom) in China. The species resolution of the four loci examined was 65% (trnH-psbA), 59% (rps4), 53% (rbcL-a) and 29% (trnL intron). However, rps4 (59%) provided a higher value of monophyletic species with bootstrap support >50% than trnH-psbA (47%), rbcL-a (35%), and trial, intron (18%). No multi-locus combinations could significantly increase the species resolution but they increased the percentages of monophyletic species with bootstrap support >50% compared to the best single locus. Species of the genus Racomitrium could be resolved completely by rps4 and mostly (>80%) by rbcL-a or trnH-psbA. The species of Coscinodon (i.e., C. cribrosus) showed distinct plastid region sequences in rbcL-a, rps4, trnH-psbA, and toil., intron. Inter-specific sequence sharing or high intra-specific variability led to large amounts of barcoding failure in Grimmia, and Schistidium. Furthermore, using a combination of morphological characteristics and DNA barcoding for identification, a moss species, Racomitrium elongation, was recorded for the first time in China. The results suggest that trnH-psbA is potentially the best barcode in mosses and rps4 a good supplementary locus for future use, as standard plant barcodes (rbcL + matK) do not perform well in this taxonomic group."
"Herbertus borealis","Bryophyte","DNA barcoding","Organelle sequences","Country: ScotlandCountry: Widespread","Bell, D., D. G. Long, A. D. Forrest, M. L. Hollingsworth, H. H. Blom, and P. M. Hollingsworth","2012","DNA barcoding of European Herbertus (Marchantiopsida, Herbertaceae) and the discovery and description of a new species","Molecular Ecology Resources","12:36-47","Empirical paper","","","","DNA barcoding of a group of European liverwort species from the genus Herbertus was undertaken using three plastid (matK, rbcL and trnH-psbA) and one nuclear (ITS) marker. The DNA barcode data were effective in discriminating among the sampled species of Herbertus and contributed towards the detection of a previously overlooked European Herbertus species, described here as H. norenus sp. nov. This species shows clear-cut differences in DNA sequence for multiple barcode regions and is also morphologically distinct. The DNA barcode data were also useful in clarifying taxonomic relationships of the European species with some species from Asia and North America. In terms of the discriminatory power of the different barcode markers, ITS was the most informative region, followed closely by matK. All species were distinguishable by ITS alone, rbcL + matK and various other multimarker combinations."
"Herbertus hutchinsiae","Bryophyte","DNA barcoding","Organelle sequences","Country: ScotlandCountry: Widespread","Bell, D., D. G. Long, A. D. Forrest, M. L. Hollingsworth, H. H. Blom, and P. M. Hollingsworth","2012","DNA barcoding of European Herbertus (Marchantiopsida, Herbertaceae) and the discovery and description of a new species","Molecular Ecology Resources","12:36-47","Empirical paper","","","","DNA barcoding of a group of European liverwort species from the genus Herbertus was undertaken using three plastid (matK, rbcL and trnH-psbA) and one nuclear (ITS) marker. The DNA barcode data were effective in discriminating among the sampled species of Herbertus and contributed towards the detection of a previously overlooked European Herbertus species, described here as H. norenus sp. nov. This species shows clear-cut differences in DNA sequence for multiple barcode regions and is also morphologically distinct. The DNA barcode data were also useful in clarifying taxonomic relationships of the European species with some species from Asia and North America. In terms of the discriminatory power of the different barcode markers, ITS was the most informative region, followed closely by matK. All species were distinguishable by ITS alone, rbcL + matK and various other multimarker combinations."
"Herbertus stramineus","Bryophyte","DNA barcoding","Organelle sequences","Country: ScotlandCountry: Widespread","Bell, D., D. G. Long, A. D. Forrest, M. L. Hollingsworth, H. H. Blom, and P. M. Hollingsworth","2012","DNA barcoding of European Herbertus (Marchantiopsida, Herbertaceae) and the discovery and description of a new species","Molecular Ecology Resources","12:36-47","Empirical paper","","","","DNA barcoding of a group of European liverwort species from the genus Herbertus was undertaken using three plastid (matK, rbcL and trnH-psbA) and one nuclear (ITS) marker. The DNA barcode data were effective in discriminating among the sampled species of Herbertus and contributed towards the detection of a previously overlooked European Herbertus species, described here as H. norenus sp. nov. This species shows clear-cut differences in DNA sequence for multiple barcode regions and is also morphologically distinct. The DNA barcode data were also useful in clarifying taxonomic relationships of the European species with some species from Asia and North America. In terms of the discriminatory power of the different barcode markers, ITS was the most informative region, followed closely by matK. All species were distinguishable by ITS alone, rbcL + matK and various other multimarker combinations."
"Homalothecium lutescens","Bryophyte","Breeding system +  Genetic diversity assessment","","European","Rosengren, Frida, Cronberg, Nils, Reitalu, Triin, Prentice, Honor C.","2014","Sexual reproduction in the phyllodioicous bryophyte Homalothecium lutescens (Hedw.) H.Rob. in relation to habitat age, growth conditions and genetic variation","Journal Of Bryology","36:200-208","Empirical paper","","","","Sporophyte production and female fertility were investigated in seventeen calcareous grassland demes of the moss Homalothecium lutescens (Hedw.) H. Rob. on the Baltic island of Oland, with the aim of understanding the relationships between sexual reproduction, habitat age, genetic variation and factors related to growth conditions. The overall proportion of fertile female shoots (with perichaetia) was 35%. Fertility status at the level of individual shoots was positively associated with shoot length and density, while within deme fertility was positively associated with bush cover. There was no association between female fertility and habitat age, genetic diversity (HS) or allelic richness. Out of 1344 investigated shoots, only two were normal-sized fertile males. Dwarf males were also extremely rare, and found almost exclusively on shoots with sporophytes. Few sporophytes were observed (in the two demes with highest fertility and bush cover). No relationship between genetic variation and the frequency of sporophytes and males was found. The lack of a relationship between sexual reproduction and genetic variation suggests that sexual reproduction may not occur in the same grassland fragments as the recruitment of new clones (from spores or vegetative fragments). The majority of the dry, open grassland habitats, where H. lutescens is typically found in the study area, appear to be suboptimal for both dwarf males and fertilization. Sexual reproduction is more likely to occur in shaded (although grazed) grassland patches, where moisture levels are likely to be higher and the moss colonies are generally more vigorous."
"Homalothecium lutescens","Bryophyte","Clonal diversity assessment +  Genetic diversity assessment","Isozyme/Allozyme","European","Rosengren, FridaCronberg, Nils, Reitalu, Triin, Prentice, Honor C.","2013","Genetic variation in the moss Homalothecium lutescens in relation to, habitat age and structure","Botany-botanique","91:431-441","Empirical paper","","","","Relationships between genetic (allozyme) variation and landscape age and structure were investigated in 17 calcareous grassland demes of the moss Homalothecium lutescens (Hedw.) H. Rob. on the Baltic island of Oland. Mean within-deme gene diversity (H-S = 0.152) was moderate compared with other bryophyte studies, and the between-deme proportion of the total diversity (G(ST) = 0.100, Jost's D = 0.011) was low but significantly different from zero. Clonal mixing, measured as the proportion of two adjacent shoots having different haplotypes, was relatively high (mean 0.32 over all demes). HS was higher in old grassland fragments, but negatively related to vascular plant species richness. Allelic richness (A) was positively associated with the area of old (>= 280 years) grassland in the surroundings: although demes in old grasslands are genetically more variable than those in younger grasslands, proximity to large areas of old grassland may promote genetic variability even in younger grassland demes. The importance of management continuity for species diversity has been stressed in many earlier grassland studies. Here, we conclude that grassland fragments with a long history of grazing continuity are also positively associated with variability at within-species level, as exemplified by the bryophyte H. lutescens."
"Homalothecium sericeum","Bryophyte","Genetic diversity assessment +  Phylogeography","Nuclear sequences","Euro-African-Asian","Hedderson, TA, Nowell, TL","2006"," Phylogeography of Homalothecium sericeum (Hedw.) Br. Eur.; toward a reconstruction of glacial survival and postglacial migration","Journal of Bryology","28: 283-292","Empirical paper","","","","Analyses of variation in ITS1 sequences among 75 populations (102 individuals) of the moss Homalothecium sericeum revealed the presence of 22 distinct haplotypes as well as nine recombinants. The recombinants, always found in areas of overlap between the putative parent haplotypes, show that establishment from spores is at least sometimes effective. Northern and central European populations possess only the two commonest and widespread haplotypes, while southern populations show much greater diversity and unique haplotypes. Two particularly distinct haplotype groups occur, respectively, in the eastern Mediterranean and in Iberia-North Africa. These results, similar to those obtained in previous studies on a range of organisms, suggest glacial survival in, and recolonization from, the Mediterranean peninsulas. In the present case, the Balkan and Italian peninsulas are the most likely source of extant northern populations. The pattern shown by H. sericeum differs, however, from that exhibited by other organisms studied in showing high levels of unique haplotypic diversity in the British Isles and adjacent mainland, providing evidence that it survived in periglacial refugia in these areas. Nesting of H. lutescens sequences within those of H. sericeum indicates that it has been derived from within the latter. Molecular clock estimates of the timing of major divergences within the network are consistent with the Pleistocene glacial record."
"Hylocomium splendens","Bryophyte","Marker development","Nuclear microsatellite","European","Vik, U., R. Halvorsen, M. Ohlson, K. Rydgren, T. Carlsen, H. Korpelainen, and H. Kauserud","2012","MICROSATELLITE MARKERS FOR HYLOCOMIUM SPLENDENS (HYLOCOMIACEAE)","American Journal of Botany","99:E344-E346","Empirical paper","","","","Premise of the study: The perennial feather moss Hylocomium splendens is one of the most widely distributed and common bryophytes in the Northern Hemisphere and has, because of its capacity to grow under a wide range of environmental conditions, been used as a biomonitor for atmospheric metal deposition in Europe. Methods and Results: We present a multiplex approach for the analysis of 14 microsatellite markers tested on 194 H. splendens gametophytes. Ten of the markers are developed recently, and are presented for the first time in this paper, whereas four were previously developed but have not been used for population genetic investigations. Conclusions: The microsatellite markers reported here will provide a powerful tool for further research on population genetic structure in H. splendens."
"Hypnum bambergeri","Bryophyte","Genetic diversity assessment +  Phylogeography","","European","Hedenas, L","2014","Intraspecific genetic variation in selected mosses of Scandinavian interglacial refugia suggests contrasting distribution history patterns","Botanical Journal Of The Linnean Society","176:295-310","Empirical paper","","","","Three pleurocarpous mosses were studied to explore the haplotype diversity patterns in a Scandinavian system of interglacial refugia in which low-competitive species of calcareous or base-rich habitats occur. Hypnum bambergeri and H.vaucheri displayed little variation across Scandinavia. For the third species, Drepanocladus turgescens, an analysis of molecular variance showed that two S Scandinavian lowland regional populations were significantly different from each other and differed or almost differed (Gotland vs. Jamtland, according to pair-wise phi(PT)) from the populations of the Scandinavian mountain range and Svalbard. Haplotype diversity displayed little variation among regional populations, and did not reflect the higher frequency of sexual reproduction in southern than in mountain populations. A coalescent-based analysis (LAMARC) indicated immigration into the population now found in the lowlands from that represented in the mountains. This is contrary to that found in Rhytidium rugosum in an earlier study and, together with the fact that sporophytes are produced almost exclusively in the lowlands, speaks against this direction of post-glacial migration. Therefore, if the LAMARC results reflect migration patterns, these most probably reflect events that occurred earlier. Taken together with the results on R.rugosum, this study emphasizes the fact that moss species having similar distribution patterns reached these distributions in partly different ways."
"Hypnum vaucheri","Bryophyte","Genetic diversity assessment +  Phylogeography","","European","Hedenas, L","2014","Intraspecific genetic variation in selected mosses of Scandinavian interglacial refugia suggests contrasting distribution history patterns","Botanical Journal Of The Linnean Society","176:295-310","Empirical paper","","","","Three pleurocarpous mosses were studied to explore the haplotype diversity patterns in a Scandinavian system of interglacial refugia in which low-competitive species of calcareous or base-rich habitats occur. Hypnum bambergeri and H.vaucheri displayed little variation across Scandinavia. For the third species, Drepanocladus turgescens, an analysis of molecular variance showed that two S Scandinavian lowland regional populations were significantly different from each other and differed or almost differed (Gotland vs. Jamtland, according to pair-wise phi(PT)) from the populations of the Scandinavian mountain range and Svalbard. Haplotype diversity displayed little variation among regional populations, and did not reflect the higher frequency of sexual reproduction in southern than in mountain populations. A coalescent-based analysis (LAMARC) indicated immigration into the population now found in the lowlands from that represented in the mountains. This is contrary to that found in Rhytidium rugosum in an earlier study and, together with the fact that sporophytes are produced almost exclusively in the lowlands, speaks against this direction of post-glacial migration. Therefore, if the LAMARC results reflect migration patterns, these most probably reflect events that occurred earlier. Taken together with the results on R.rugosum, this study emphasizes the fact that moss species having similar distribution patterns reached these distributions in partly different ways."
"Leptodon smithii","Bryophyte","Genetic diversity & landscape management +  Genetic diversity assessment","ISSR","European","Spagnuolo, V Muscariello, L Terracciano, S Giordano, S","2007","Molecular biodiversity in the moss Leptodon smithii (Neckeraceae) in relation to habitat disturbance and fragmentation","Journal of Plant Research","120: 595-604","Empirical Paper","","","","Bryophytes seem particularly suitable to investigate genetic diversity in relation to habitat disturbance due to their large employment as bioindicators and to the recent application of molecular markers to moss population studies. Genetic variation and structure were analysed in seven urban, extraurban and remote populations of Leptodon smithii, an epiphytic moss of Quercus ilex, a phanerogamic species of Mediterranean climax vegetation. A total of 210 individual shoots were DNA extracted and amplified with internal simple sequence repeat (ISSR) primers, and 54 haplotypes were identified. An uneven distribution of haplotype number and frequencies was observed among sites, with a higher number of haplotypes and more homogeneous haplotype frequencies in the extraurban/remote populations. Molecular diversity indices were overall higher in the extraurban sites than in the urban ones. Multilocus linkage disequilibrium values were in line with the occurrence of sexual/asexual reproduction in the seven populations. The isolation-by-distance model was not supported by Mantel test among sites; however, within-population fixation index (F-ST) highlighted a clear relation between genetic and physic distances among trees, suggesting a limited dispersal range for L. smithii's spores. The genetic structure was mainly affected by population size, wood structure and extent, and genetic drift consequent to habitat fragmentation and human-induced disturbance."
"Lunularia cruciata","Bryophyte","Taxonomic clarification","Organelle sequences","","Long DG, Möller M and Preston J","2001","Phylogenetic relationships of Asterella (Aytoniaceae, Marchantiopsida) inferred from chloroplast DNA sequences.","Bryologist","103: 625-644.","Empirical paper","","","",""
"Marchantia polymorpha","Bryophyte","Marker development","Organelle sequences","","Ohyama, K, et al","1986","Complete nucleotide sequence of liverwort Marchantia polymorpha chloroplast DNA.","Plant Molecular Biology Reporter","4: 148-175.","Empirical paper","","","",""
"Marchantia polymorpha subsp. montivagans","Bryophyte","Hybridisation +  Taxonomic clarification","Isozyme/Allozyme","Euro-North AmericanEuro-North American-AsianEuropean","Boisselier-Dubayle, MC, Jubier, MF, Lejeune, B and Bischler, H","1995","Genetic variability in the three subspecies of Marchantia polymorpha (Hepaticae): isozymes, RFLP and RAPD markers.","Taxon","44: 363-376.","Empirical paper","","","",""
"Marchantia polymorpha subsp. polymorpha","Bryophyte","Hybridisation +  Taxonomic clarification","Isozyme/Allozyme","Euro-North AmericanEuro-North American-AsianEuropean","Boisselier-Dubayle, MC, Jubier, MF, Lejeune, B and Bischler, H","1995","Genetic variability in the three subspecies of Marchantia polymorpha (Hepaticae): isozymes, RFLP and RAPD markers.","Taxon","44: 363-376.","Empirical paper","","","",""
"Marchantia polymorpha subsp. ruderalis","Bryophyte","Hybridisation +  Taxonomic clarification","Isozyme/Allozyme","Euro-North AmericanEuro-North American-AsianEuropean","Boisselier-Dubayle, MC, Jubier, MF, Lejeune, B and Bischler, H","1995","Genetic variability in the three subspecies of Marchantia polymorpha (Hepaticae): isozymes, RFLP and RAPD markers.","Taxon","44: 363-376.","Empirical paper","","","",""
"Meesia triquetra","Bryophyte","DNA barcoding +  Gender Identification","Nuclear sequences +  Organelle sequences","Euro-North American","Hassel, KristianSegreto, Rossana, Ekrem, Torbjorn","2013","Restricted variation in plant barcoding markers limits identification in, closely related bryophyte species","Molecular Ecology Resources","13:1047-1057","Empirical paper","","","","Species-level identification and delimitation of bryophytes using the proposed general barcode markers for land plants has been challenging. Bryophyta (mosses) is the second most species-rich group of land plants after angiosperms, and it is thus of great importance to find useful barcoding regions also for this group of plants. We investigated how the plastid regions atpF-atpH, rbcL and trnH-psbA and the nuclear ITS2 region performed as barcode markers on closely related bryophyte taxa of selected moss (Bartramia, Distichium, Fissidens, Meesia and Syntrichia) and liverwort (Blepharostoma) genera from boreal and arctic regions. We also evaluated how sequencing success of herbarium specimens is related to length of the sequenced fragment, specimen age and taxonomic group. Sequencing success was higher for shorter fragments and younger herbarium specimens, but was lower than expected in the genera Distichium and Fissidens, indicating imperfect universality of the primers used. None of the studied DNA barcode regions showed a consistent barcode gap across the studied genera. As a single locus, the region atpF-atpH performed slightly better than rbcL and ITS2 and much better than trnH-psbA in terms of grouping conspecific sequences in monophyletic groups. This marker also gave a higher percentage of correct hits when conducting blast searches on a local database of identified sequences. Concatenated data sets of two and three markers grouped more conspecific sequences in monophyletic groups, but the improvement was not great compared with atpF-atpH alone. A discussion of recent studies testing barcode regions for bryophytes is given. We conclude that atpF-atpH, rbcL and ITS2 are to be the most promising barcode markers for mosses."
"Meesia uliginosa","Bryophyte","DNA barcoding +  Gender Identification","Nuclear sequences +  Organelle sequences","Euro-North American","Hassel, KristianSegreto, Rossana, Ekrem, Torbjorn","2013","Restricted variation in plant barcoding markers limits identification in, closely related bryophyte species","Molecular Ecology Resources","13:1047-1057","Empirical paper","","","","Species-level identification and delimitation of bryophytes using the proposed general barcode markers for land plants has been challenging. Bryophyta (mosses) is the second most species-rich group of land plants after angiosperms, and it is thus of great importance to find useful barcoding regions also for this group of plants. We investigated how the plastid regions atpF-atpH, rbcL and trnH-psbA and the nuclear ITS2 region performed as barcode markers on closely related bryophyte taxa of selected moss (Bartramia, Distichium, Fissidens, Meesia and Syntrichia) and liverwort (Blepharostoma) genera from boreal and arctic regions. We also evaluated how sequencing success of herbarium specimens is related to length of the sequenced fragment, specimen age and taxonomic group. Sequencing success was higher for shorter fragments and younger herbarium specimens, but was lower than expected in the genera Distichium and Fissidens, indicating imperfect universality of the primers used. None of the studied DNA barcode regions showed a consistent barcode gap across the studied genera. As a single locus, the region atpF-atpH performed slightly better than rbcL and ITS2 and much better than trnH-psbA in terms of grouping conspecific sequences in monophyletic groups. This marker also gave a higher percentage of correct hits when conducting blast searches on a local database of identified sequences. Concatenated data sets of two and three markers grouped more conspecific sequences in monophyletic groups, but the improvement was not great compared with atpF-atpH alone. A discussion of recent studies testing barcode regions for bryophytes is given. We conclude that atpF-atpH, rbcL and ITS2 are to be the most promising barcode markers for mosses."
"Mielichhoferia elongata","Bryophyte","Phylogeography","To confirm","","Shaw, AJ and Schneider, RE","1995","Genetic biogeography of the rare copper moss, Mielichhoferia elongata (Bryaceae).","American Journal of Botany","82: 8-17.","Empirical paper","","","",""
"Paludella squarrosa","Bryophyte","DNA barcoding +  Gender Identification","Nuclear sequences +  Organelle sequences","Euro-North American","Hassel, KristianSegreto, Rossana, Ekrem, Torbjorn","2013","Restricted variation in plant barcoding markers limits identification in, closely related bryophyte species","Molecular Ecology Resources","13:1047-1057","Empirical paper","","","","Species-level identification and delimitation of bryophytes using the proposed general barcode markers for land plants has been challenging. Bryophyta (mosses) is the second most species-rich group of land plants after angiosperms, and it is thus of great importance to find useful barcoding regions also for this group of plants. We investigated how the plastid regions atpF-atpH, rbcL and trnH-psbA and the nuclear ITS2 region performed as barcode markers on closely related bryophyte taxa of selected moss (Bartramia, Distichium, Fissidens, Meesia and Syntrichia) and liverwort (Blepharostoma) genera from boreal and arctic regions. We also evaluated how sequencing success of herbarium specimens is related to length of the sequenced fragment, specimen age and taxonomic group. Sequencing success was higher for shorter fragments and younger herbarium specimens, but was lower than expected in the genera Distichium and Fissidens, indicating imperfect universality of the primers used. None of the studied DNA barcode regions showed a consistent barcode gap across the studied genera. As a single locus, the region atpF-atpH performed slightly better than rbcL and ITS2 and much better than trnH-psbA in terms of grouping conspecific sequences in monophyletic groups. This marker also gave a higher percentage of correct hits when conducting blast searches on a local database of identified sequences. Concatenated data sets of two and three markers grouped more conspecific sequences in monophyletic groups, but the improvement was not great compared with atpF-atpH alone. A discussion of recent studies testing barcode regions for bryophytes is given. We conclude that atpF-atpH, rbcL and ITS2 are to be the most promising barcode markers for mosses."
"Pellia epiphylla","Bryophyte","Genetic diversity assessment","To confirm","","Zielinski R","1987","Genetic variation and evolution of the liverwort genus Pellia.","Monograph","","Empirical paper","","University of Szczecin Press.","Poland.",""
"Pellia epiphylla","Bryophyte","Speciation/diversification +  Taxonomic clarification","Isozyme/Allozyme","","Wyatt, R, Stoneburner, A and Odrzykoski, IJ","1989","Bryophyte isozymes: systematic and evolutionary implications.","Isozymes in Plant Biology.","221-240.","Summary Paper","Soltis D.E. and Soltis P.S.","Dioscorides Press.","Portland, Oregon.",""
"Pellia neesiana","Bryophyte","Genetic diversity assessment","To confirm","","Zielinski R","1987","Genetic variation and evolution of the liverwort genus Pellia.","Monograph","","Empirical paper","","University of Szczecin Press.","Poland.",""
"Pellia neesiana","Bryophyte","Speciation/diversification +  Taxonomic clarification","Isozyme/Allozyme","","Wyatt, R, Stoneburner, A and Odrzykoski, IJ","1989","Bryophyte isozymes: systematic and evolutionary implications.","Isozymes in Plant Biology.","221-240.","Summary Paper","Soltis D.E. and Soltis P.S.","Dioscorides Press.","Portland, Oregon.",""
"Petalophyllum ralfsii","Bryophyte","Genetic diversity assessment","Isozyme/Allozyme","Country: Widespread","Rumsey, FJ, Vogel, JC and Russell, SJ","2001","A study of genetic variation in the threatened hepatic Petalophyllum ralfsii (Wils.) Nees. and Gottsche (Fossombroniaceae).","Conservation Genetics","2: 271-277.","Empirical paper","","","",""
"Philonotis caespitosa","Bryophyte","Genetic diversity assessment","Isozyme/Allozyme","European","Buryova, B and Hradilek, Z","2006","Clonal structure, habitat age, and conservation value of the moss Philonotis marchica in Kotouc quarry (Czech Republic)","Cryptogamie Bryologie","27: 375-382","Empirical paper","","","",""
"Philonotis fontana","Bryophyte","DNA barcoding +  Gender Identification","Nuclear sequences +  Organelle sequences","Euro-North American","Hassel, KristianSegreto, Rossana, Ekrem, Torbjorn","2013","Restricted variation in plant barcoding markers limits identification in, closely related bryophyte species","Molecular Ecology Resources","13:1047-1057","Empirical paper","","","","Species-level identification and delimitation of bryophytes using the proposed general barcode markers for land plants has been challenging. Bryophyta (mosses) is the second most species-rich group of land plants after angiosperms, and it is thus of great importance to find useful barcoding regions also for this group of plants. We investigated how the plastid regions atpF-atpH, rbcL and trnH-psbA and the nuclear ITS2 region performed as barcode markers on closely related bryophyte taxa of selected moss (Bartramia, Distichium, Fissidens, Meesia and Syntrichia) and liverwort (Blepharostoma) genera from boreal and arctic regions. We also evaluated how sequencing success of herbarium specimens is related to length of the sequenced fragment, specimen age and taxonomic group. Sequencing success was higher for shorter fragments and younger herbarium specimens, but was lower than expected in the genera Distichium and Fissidens, indicating imperfect universality of the primers used. None of the studied DNA barcode regions showed a consistent barcode gap across the studied genera. As a single locus, the region atpF-atpH performed slightly better than rbcL and ITS2 and much better than trnH-psbA in terms of grouping conspecific sequences in monophyletic groups. This marker also gave a higher percentage of correct hits when conducting blast searches on a local database of identified sequences. Concatenated data sets of two and three markers grouped more conspecific sequences in monophyletic groups, but the improvement was not great compared with atpF-atpH alone. A discussion of recent studies testing barcode regions for bryophytes is given. We conclude that atpF-atpH, rbcL and ITS2 are to be the most promising barcode markers for mosses."
"Philonotis marchica","Bryophyte","Genetic diversity assessment","Isozyme/Allozyme","European","Buryova, B and Hradilek, Z","2006","Clonal structure, habitat age, and conservation value of the moss Philonotis marchica in Kotouc quarry (Czech Republic)","Cryptogamie Bryologie","27: 375-382","Empirical paper","","","",""
"Physcomitrium pyriforme","Bryophyte","Breeding system","","North American","Klips, Robert A.","2015","DNA microsatellite analysis of sporophytes of the short-lived moss Physcomitrium pyriforme reveals a predominantly self-fertilizing mating pattern","Bryologist","118:200-211","Empirical paper","","","","Physcomitrium pyriforme (Funariaceae) is a monoicous moss with the potential for producing sporophytes either via outcrossing or intra-gametophytic self-fertilization. A core set of microsatellite markers was identified for use in population genetic studies of this species, and employed to ascertain its mating patterns. An initial collection of 88 sporophytes gathered from widely separated locations in a meadow in central Ohio, U.S.A. was screened for genetic uniformity based on trnL-F DNA sequences, and found to display considerable heterogeneity. Fifty-three members of the largest clearly defined clade were selected for genotyping at 6 variable microsatellite loci having expected heterozygosities ranging from 0.11 to 0.70. Fifty-two individuals (98.2%) were homozygous at all 6 loci, strongly indicative of self-fertilization. Only one individual (1.8%) appeared to be an outcrossed sporophyte, being heterozygous at 4 loci. Twenty-three samples that constituted a second well-marked clade displayed complex microsatellite genotypes strongly suggestive of a polyploid cytotype that, although not readily amenable to further analysis, is also not inconsistent with the predominantly selfing mating pattern exhibited by the 53 others. Male and female branches within gametophyte stems were observed to develop simultaneously or nearly so, and in 4 dense moss clusters within which samples of 8 gametophytes were genotyped, all 8 were found to be identical within each cluster. These results indicate that the overall mating pattern is predominantly selfing, and suggest that the species reproduces principally in what is, in effect, a clonal fashion, via the union of genetically identical gametes. This may be occurring both within and between gametophytes."
