Species,Organism type,Study type,Molecular marker,Scale of study,Author,Year,Title,Journal,Volume/Pages,Type of publication,Editors,Publishers,City,Abstract
"Pinus sylvestris","Conifer","Genetic diversity assessment","To confirm","European","Szweykowski, J, Prusglowacki, W, Hrynkiewicz, J","1994","The genetic structure of Scots pine (Pinus sylvestris L.) population from the top of Szczeliniec-wielki mt, central Sudetes.","Acta Societatis Botanicorum Poloniae","63: 315-324.","Empirical paper","","","","The comparison of the genetic stucture of the population of Scots pine from Szczeliniec Wielki Mt. with the population of its progeny and three other populations from the same geographic region shows great similarity of both populations as far as the frequencies of genes and genotypes are concerned. Also other genetic parameters, such as heterozygosity, genotypic poly morphism indices and a number of alleles per locus were in both populations very similar. It seems that our data proved that the provenance trial experiments reflect rather closely the genetic structure of maternal populations. The fact that the population from Szczeliniec Wielki and its ''replica'' are genetically most similar to the geographically closest population from Bystrzyca Klodzka leads to the conclusion, that these populations are of common origin. Though the relic character of the populations from Szczeliniec can not be excluded. The morphological distinctness of the population from Szczeliniec is caused by a modifying influence of environmental conditions."
"Pinus sylvestris","Conifer","Genetic diversity assessment","Isozyme/Allozyme","European","Turna, I","2003","Variation of some morphological and electrophoretic characters of 11 populations of Scots pine in Turkey.","Israel Journal of Plant Sciences","51: 223-230.","Empirical paper","","","","In this study, the genetic variation in populations of Scots pine (Pinus sylvestris L.), one of the species covering large areas in Turkey, was investigated. Open pollinated seeds were collected from I I populations in a natural distribution range. Six characters of seeds (length, width, ratio of length to width, weight/1000 seeds) and seedling (cotyledon number and hypocotyls height) and two enzyme systems (leucine aminopeptidase, LAP; glutamate oxaloacetate transaminase, GOT) were investigated. Significant differences were detected among the populations for the morphological characters. In addition, isozyme patterns of the two enzyme systems revealed that Lap has two loci (one with 2 alleles and the other with 3), while Got has three loci (two with 3 alleles and the third one with 2 alleles). Polymorphic loci were 80% on the average. The mean number of alleles per locus was 2.02, and expected heterozygosity was 22%. The mean total genetic diversity was calculated as 0.235; the mean gene diversity within populations was determined as 0.220, and the average between-subpopulation diversity was 0.014. Averaged genetic distance was 0.081. According to the genetic distance, population number 2 was separated from the remaining populations."
"Pinus sylvestris","Conifer","Genetic diversity assessment","Isozyme/Allozyme","Euro-Asian","Wang, XR, Szmidt, AE, Lindgren, D","1991","Allozyme differentiation among populations of Pinus sylvestris (L.) from Sweden and China.","Hereditas","114: 219-226.","Empirical paper","","","","Allozyme differentiation al 14 loci was studied among 7 populations of Pinus sylvestris representing one geographic variety lapponica from Sweden and two varieties, mongolica and sylvestriformis, from China. The expected and observed heterozygosities were high and ranged between 0.165 and 0.282, and between 0.164 and 0.278 respectively. With the exception of the var. sylvestriformis, the patterns of genetic variation among populations were in accordance with the patterns of their geographic distribution. Nei's genetic diversity statistics showed that 7.5% of the total diversity was due to differences among varieties. Pronounced differences were found between the var. sylvestriformis population and the populations represent the other two varieties. On the other hand, less differentiation was found between the geographically very distant var. lapponica and var. mongolica. It appears that as a result of past events the patterns of differentiation among populations of P. sylvestris are more complex than previously thought. It is possible that the individual geographic varieties of this species have a different evolutionary history."
"Pinus sylvestris","Conifer","Genetic diversity assessment","Isozyme/Allozyme","European","Yazdani, R, Lindgren, D","1992","Gene dispersion after natural regeneration under a widely  spaced seed tree stand of Pinus sylvestris (L.).","Silvae Genetica","41: 1-5.","Empirical paper","","","","For determination of gene dispersion the patterns of certain, rare isozyme markers have been studied within a seed-tree stand of Pinus sylvestris in northern Sweden. The stand investigated consists of 18 seed trees per hectare situated in Arvidsjaur, Sweden (lat. 65-degrees 29). Marker genes for certain rare isozymes occur in several seed trees. Those markers are overrepresented among seedlings in the vicinity of those trees. Different seed trees contribute with their genes to the next generation in different proportions. In the seed-tree stand, many seedlings do not originate from seed trees in the neighbourhood. It seems likely that much of the natural regeneration originates from felled trees or sources outside the seed-tree stand. The study suggests that approximately one quarter of the seedlings within 5 m from a seed tree has that seed tree as seed parent."
"Pinus sylvestris","Conifer","Genetic diversity assessment","To confirm","","Yazdani, R, Muona, O, Rudin, D, Szmidt, AE","1985","Genetic structure of a Pinus sylvestris L. seed tree stand and naturally regenerated understory.","Forest Science","31: 430-436.","Empirical paper","","","",""
"Pinus sylvestris","Conifer","Marker development","AFLP","","Yin, TM, Wang, XR, Andersson, B, Lerceteau-Kohler, E","2003","Nearly complete genetic maps of Pinus sylvestris L. (Scots pine) constructed by AFLP marker analysis in a full-sib family.","Theoretical and Applied Genetics","106: 1075-1083.","Empirical paper","","","","We have constructed nearly complete linkage maps of Pinus sylvestris (L.) using AFLP markers based on a two-way pseudo- testcross strategy in a full-sib family founded in an advanced breeding program. With 39 primer combinations, a total of 737 markers (320 from the mother and 417 froth the father) segregated in a 1:1 ratio, corresponding to DNA polymorphism: heterozygous in one parent and null in the other. In the maternal parent, 188 framework markers were mapped in 12 linkage groups, equivalent to the Pinus haploid chromosome number, with a total coverage of 1,695.5 cM. In the paternal parent, 245 framework markers established a map with 15 linkage groups, spanning a genome length of 1,718.5 cM. The estimated total map length was (L) over cap (F) = 1, 681 cM for the female and (L) over cap (M) = 1, 645 cM for the male using a modified method-of-moment estimator. Combining these values with those estimated from the observed map lengths in both parents, we estimated the genome length in Scots pine to be between 1,600 and 2,100 cM. Our genome coverage was estimated to be more than 98% with a framework marker interval of 20 cM for both parents. Most of the female and male linkage groups were associated through the analysis of the intercross markers."
"Pinus sylvestris","Conifer","Genetic diversity assessment","Isozyme/Allozyme","","Muona, O, Yazdani, R, Rudin, D","1987","Genetic change between life stages in Pinus sylvestris - allozyme variation in seeds and planted seedlings.","Silvae Genetica","36: 39-42.","Empirical paper","","","",""
"Pinus sylvestris","Conifer","Genetic diversity & landscape management +  Genetic diversity assessment","Isozyme/Allozyme","European","Prus-Glowacki, W, Wojnicka-Poltorak, A, Oleksyn, J, Reich, PB","1999","Industrial pollutants tend to increase genetic diversity: Evidence from field-grown European Scots pine populations.","Water Air and Soil Pollution","116: 395-402.","Empirical paper","","","","The effect of heavy metal and gaseous pollution on genetic make up due to selection and mortality was studied in eight European Scots pine (Pinus sylvestris L.) populations. Genetic structure of these populations was evaluated after 13 years of growth at two sites, one located in the vicinity of a copper smelter in Glogow (southern Poland) and another in a control area (Kornik, central Poland). Based on data from 10 enzymatic loci, studied by starch gel electrophoresis, the following genetic parameters were characterized: mean number of alleles and genotypes per locus, heterozygosity and genotype polymorphism index, genetic diversity among sites and genetic similarity according to Nei and Roychoudhury. Most of the parameters differed both between sites as well as between pairs of populations. Mean multilocus observed heterozygosity and genotype polymorphism indices were 8% and 6% lower respectively at the control site than in the polluted one. Populations from the site polluted by heavy metals demonstrate higher genetic diversity then those from the control. Genetic similarities showed differentiation of particular populations from both locations in response to industrial pollution. These results provide evidence that the general pattern of adaptation strategy of populations to pollution stress is connected with increasing genetic variation. The best isoenzymatic markers for monitoring changes in the genetic structure of Scots pine populations under the influence of industrial pollution are fluorescent esterase (FEST), glutamic-oxaloacetatic transaminase (GOT-A and GOT-B), alcohol dehydrogenase (ADH), malate dehydrogenase (MDH-A) and shikimate dehydrogenase (ShDH-A) loci."
"Pinus sylvestris","Conifer","Genetic diversity & landscape management +  Genetic diversity assessment","Isozyme/Allozyme","European","WojnickaPoltorak, A","1997","Changes of genetic structure of Pinus sylvestris L populations exposed to industrial pollution.","Acta Societatis Botanicorum Poloniae","66: 73-78.","Empirical paper","","","","Isoenzymatic variation of Pinus sylvestris was analysed in populations from a provenance trial (IUFRO 1982) in Kornik and their replication in Lubon. The two groups of populations originated from the same seed pool, but the one in Lubon was exposed to pollutants emitted during the production of nitrogen-phosphorus fertilizers,while the Kornik provenance trial were used as a control group. The parameters determining the genetic structure of the studied populations - frequency of alleles and genotypes (average number of alleles and genotypes per locus), observed heterozygosity (H-o), and genotypic polymorphism index (P-g) - have higher values in the group of trees tolerant to pollution. Also fixation index (F), which indicates that homozygotic genotypes underwent selection in this group, as well as dendrites and dendrograms according to Nei and Hedrick, suggest that the genetic structure of the populations exposed to pollution was changed. The obtained results indicate that populations characterized by a greater genetic diversity are more tolerant to pollution."
"Pinus sylvestris","Conifer","Breeding system +  Genetic diversity assessment","Nuclear microsatellite +  Organelle microsatellite","","Robledo-Arnuncio, JJ and Gi,l L","2005","Patterns of pollen dispersal in a small population of Pinus sylvestris L. revealed by total-exclusion paternity analysis.","Heredity","94: 13-22.","Empirical paper","","",""," Patterns of pollen dispersal were investigated in a small, isolated, relict population of Pinus sylvestris L., consisting of 36 trees. A total-exclusion battery comprising four chloroplast and two nuclear microsatellites (theoretical paternity exclusion probability EP¼0.996) was used to assign paternity to 813 seeds, collected from 34 trees in the stand. Longdistance pollen immigration accounted for 4.3% of observed matings. Self-fertilization rate was very high (0.25), compared with typical values in more widespread populations of the species. The average effective pollen dispersal distance within the stand was 48m (or 83m excluding selfs). Half of effective pollen was dispersed within 11 m, and 7% beyond 200 m. A strong correlation was found between the distance to the closest tree and the mean mating-distance calculated for single-tree progenies. The effective pollen dispersal distribution showed a leptokurtic shape, with a large and significant departure from that expected under uniform dispersal. A maximum-likelihood procedure was used to fit an individual pollen dispersal distance probability density function (dispersal kernel). The estimated kernel indicated fairly leptokurtic dispersal (shape parameter b¼0.67), with an average pollen dispersal distance of 135 m, and 50% of pollen dispersed beyond 30 m. A marked directionality pattern of pollen dispersal was found, mainly caused by the uneven distribution of trees, coupled with restricted dispersal and unequal male success. Overall, results show that the number and distribution of potential pollen donors in small populations may strongly influence the patterns of effective pollen dispersal."
"Pinus sylvestris","Conifer","Genecology","To confirm","European","Savolainen, O, Bokma, F, Garcia-Gil, R, Komulainen, P, Repo, T","2004","Genetic variation in cessation of growth and frost hardiness and consequences for adaptation of Pinus sylvestris to climatic changes.","Forest Ecology And Management","197: 79-89.","Empirical paper","","","","Responses to climate change will include changes in species composition, but adaptation through genetic change may also be possible. The response to selection depends on the availability of additive genetic variation and the strength of selection. We found that Finnish populations of Scots pine have much genetic variation within the populations with respect to two traits related to climatic adaptation. Heritabilities (standard deviations) were 0.67 (0.16) and 0.33 (0.17) for the timing of bud set of 1-year-old seedlings and for frost hardiness 0.36 (0.14) and 0.20 (0.13) (not significantly different from zero) in the northern and southern populations, respectively. The additive genetic correlation between the traits was 0.57 (0.07). The proportion of additive genetic variation between the populations (Q(ST)) was 0.86 (0.11). Assuming that the new phenotypic optimum can be deduced based on the current match of temperature sums and phenotypic means, we test whether Scots pine in northern Finland can change to the new predicted optimum through migration and local selection during the next 100 years. The simulation model was based on monitoring 10 populations of 100 individuals. Five independent loci with two alleles were used to model the phenotypic trait of growth period. The results showed that genetic change will be slow and lag behind the moving optimum. Part of the slowness was due to the survival of current trees, which makes establishment of new trees with more suitable genotypes slower. Adaptation in species with fragmented populations and little migration could be even slower. Artificial regeneration with suitable seed sources can increase the proportion of adapted genotypes in cultivated species."
"Pinus sylvestris","Conifer","Genecology","To confirm","","Ericsson, T, Fries, A","2004","Genetic analysis of fibre size in a full-sib Pinus sylvestris L. progeny test.","Scandinavian Journal of Forest Research","19: 7-13.","Empirical paper","","","","Fibre length, fibre width, tree height and stem diameter in 25- yr-old Scots pine ( Pinus sylvestris L.) were investigated by genetic analysis. The analysis was carried out on nearly 400 trees for all traits simultaneously using multiple-trait, individual tree equations with simultaneous variance estimation. Narrow-sense heritabilities were estimated at about 0.3 for all traits except for stem diameter, which was lower (0.17). Low genetic coefficients of variation for fibre length may be partially explained by the sampling method, which was 5 mm increment boring resulting in fibre fragmentation, but the method served well for heritability and correlation analysis. The additive genetic correlation was strongly negative between fibre length and stem diameter, and strongly positive between fibre width and growth traits. The pair of fibre traits showed mutually strong negative additive-genetic but weak positive environmental correlation. The pair of growth traits showed no genetic but strong positive environmental correlation. Other correlation estimates were minor and uncertain, with the exception of a weak negative environmental correlation between fibre length and stem diameter. An additional approach, where stem diameter was regarded as a covariate, revealed positive environmental correlation between fibre length and tree height and negative environmental correlation between fibre width and tree height."
"Pinus sylvestris","Conifer","Genecology","To confirm","European","Jansson, G, Li, BL, Hannrup, B","2003","Time trends in genetic parameters for height and optimal age for parental selection in Scots pine.","Forest Science","49: 696-705.","Empirical paper","","","","Data used to estimate time trends in genetic parameters and the optimal age for parental selection were obtained from 13 Scots pine (Pinus sylvestris L.) progeny tests in southern Sweden. The final age at measurement was between 24 and 39 yr, corresponding to approximately half the rotation age in southern Sweden. Trees in each test have been measured for height 4-6 times, covering ages from 5 to 39 yr. Individual tree heritability for height averaged 0.16, and increased slightly over time, although there were differences among tests. The average additive coefficient of variation for height (CVA), which decreased with age, was 6.0% while the average nonadditive coefficient of variation (CVD) was 3.8% and did not show any significant trend over time. A model based on the natural logarithm of the ratio between the two ages at measurement was used to predict genetic age-age correlations. The efficiency of early selection was also examined, in an analysis considering total height at age 30 as the target trait. The optimal age for parental selection based on gain per unit time peaked at 11 yr, with a time lag for breeding of 10 yr. In the southern tests, the peak came some years earlier than in the northern tests. Selection efficiency based on present value with an interest rate of 5% showed the optimum at 11 yr."
"Pinus sylvestris","Conifer","Genecology","To confirm","North American","Rweyongeza, DM, Yeh, FC, Dancik, BP, Dhir, NK","2003","Genetic variation in height, branch and needle lengths of Pinus sylvestris L. from Siberia tested in Alberta, Canada.","Silvae Genetica","52: 52-60.","Empirical paper","","","","We performed the analysis of variance and covariance on height, branch length, height to branch length ratio, and needle length measurements from thirty open-pollinated families of Pinus sylvestris L. from Siberia, Russia. This progeny trial was replicated on three sites in central Alberta, Canada. At six years from seeds, there was statistically significant variation for height, branch length to height ratio and needle length. On individual test sites, values of individual-tree heritability for height ranged from 0.20 to 0.35, whereas values of heritability for family means ranged from 0.41 to 0.59. These low to moderate heritabilities suggest that a combination of family and within-family selection would be effective in improving height growth for this population on individual sites. Across sites, values, of individual-tree. heritability for height ranged from 0.03 to 0.06, whereas values for heritability of family means ranged from 0.17 to 0.29. These low heritabilities across sites were due to high genotype by environment (GE) interaction. Analysis showed that 87% to 99% of the GE interaction was due to lack of genetic correlation among sites. Heterogeneity of the genetic variance among test sites contributed 1% to 13% of the GE interaction. This shows that families in this population of Scots pine are not broadly adapted and are therefore suitable only for a site-specific breeding programme. The paper also presents and discusses results of other traits with emphasis to breeding Scots pine for production of Christmas trees, which is the main use of this species in North America."
"Pinus sylvestris","Conifer","Genecology","To confirm","European","Persson, T, Andersson, B","2003","Genetic variance and covariance patterns of growth and survival in northern Pinus sylvestris.","Scandinavian Journal of Forest Research","18: 332-343.","Empirical paper","","","","The amount of additive genetic and environmental variance for tree height and field survival, and the genetic relationship between the traits were estimated using data from half-sib progenies of Swedish and Finnish Scots pine ( Pinus sylvestris L.) plus-trees, assessed in 18 single-tree plot progeny trials. The progeny trials were established in northern Sweden and comprised 9-13-yr-old, Finnish polycross progenies or Swedish open-pollinated progenies. In total across the trials, 71 630 individual trees from 888 families were included in the study. At the overall level, the additive genetic coefficient of variation ranged between 3.1 and 16.3% for height and between 0 and 27.9% for survival, with averages of 9.5% and 14.2%, respectively. Narrow-sense heritabilities were moderate to low, with averages across trials of 0.11 for height and 0.06 for survival. At the within-population level, estimates of genetic correlation between height and survival were mostly large and positive, with an arithmetic mean and standard error across trials of 0.47+/-0.39."
"Pinus sylvestris","Conifer","Genetic diversity assessment +  Phylogeography","Isozyme/Allozyme","European","Prus-Glowacki, W, Stephan, BR, Bujas, E, Alia, R, Marciniak, A","2003","Genetic differentiation of autochthonous populations of Pinus sylvestris (Pinaceae) from the Iberian peninsula.","Plant Systematics and Evolution","239: 55-66.","Empirical paper","","","","Genetic structure and genetic diversity in fourteen autochthonous populations of Pinus sylvestris L. from the Iberian peninsula and two populations from the Massif Central in France were studied at eleven isoenzymatic polymorphic loci. The studied populations formed two genetically similar but heterogeneous groups. The first group consist of populations localized in North-Eastern Spain with two genetically distinct populations. The second includes populations of the West- Central part of the Iberian peninsula. Populations from the Massif Central in France are diverse from those of Spain, but are similar to the group from North- part of the Iberian peninsula. The existence of significant numbers of private alleles in Spanish populations which were not observed in populations from the Massif Central, suggests that the Scots pine from the Iberian peninsula probably did not take part in the colonization of Europe after the last glaciations and represents original ancient tertiary gene pools."
"Pinus sylvestris","Conifer","Quantitative trait analysis","To confirm","European","Yazdani, R, Nilsson, JE, Plomion, C, Mathur, G","2003","Marker trait association for autumn cold acclimation and growth rhythm in Pinus sylvestris.","Scandinavian Journal of Forest Research","18: 29-38.","Empirical paper","","","","The main objective of this study was to identify quantitative trait loci (QTLs) involved in the genetic control of growth rhythm and autumn cold acclimation in Pinus sylvestris L. Eighteen full-sib families of P. sylvestris with parental origins between latitudes 62 and 67degrees N in Sweden were assessed for autumn cold acclimation (frost injury measured from artificial freeze testing) and growth rhythm during the first two growing seasons. One family north x south with 108 individuals was used for the construction of one linkage map for the male and one for the female parent using 286 markers from random amplification of polymorphic DNA. Marker trait associations (QTLs) for shoot elongation, growth cessation and cold acclimation were found on both maps. Some QTLs were verified in two additional north x south families. Proportions of the additive genetic variance explained by the markers (R- G(2)) indicated that genetic factors of large effect were involved in all investigated traits. Single or multiple markers accounted for between 16 and 47% of the additive variance in annual shoot elongation, between 42 and 79% of the additive variance in growth termination, and between 7 and 31% of the additive variation in autumn cold acclimation. The study confirms that there are major QTL regions on different linkage groups controlling a large part of the variation for growth rhythm and autumn cold acclimation in P. sylvestris."
"Pinus sylvestris","Conifer","Genecology","To confirm","Euro-North American-Asian","Rehfeldt, GE, Tchebakova, NM, Parfenova, YI, Wykoff, WR, Kuzmina, NA, Milyutin, LI","2002","Intraspecific responses to climate in Pinus sylvestris.","Global Change Biology","8: 912-929.","Empirical paper","","","","Five population-specific response functions were developed from quadratic models for 110 populations of Pinus sylvestris growing at 47 planting sites in Eurasia and North America. The functions predict 13 year height from climate: degree-days > 5 degreesC; mean annual temperature; degree-days < 0 degreesC; summer-winter temperature differential; and a moisture index, the ratio of degree-days > 5 degreesC to mean annual precipitation. Validation of the response functions with two sets of independent data produced for all functions statistically significant simple correlations with coefficients as high as 0.81 between actual and predicted heights. The response functions described the widely different growth potentials typical of natural populations and demonstrated that these growth potentials have different climatic optima. Populations nonetheless tend to inhabit climates colder than their optima, with the disparity between the optimal and inhabited climates becoming greater as the climate becomes more severe. When driven by a global warming scenario of the Hadley Center, the functions described short-term physiologic and long-term evolutionary effects that were geographically complex. The short-term effects should be negative in the warmest climates but strongly positive in the coldest. Long- term effects eventually should ameliorate the negative short- term impacts, enhance the positive, and in time, substantially increase productivity throughout most of the contemporary pine forests of Eurasia. Realizing the long-term gains will require redistribution of genotypes across the landscape, a process that should take up to 13 generations and therefore many years."
"Pinus sylvestris","Conifer","Genecology","To confirm","Russian","Savva, Y, Schweingruber, F, Milyutin, L, Vaganov, E","2002","Genetic and environmental signals in tree rings from different provenances of Pinus sylvestris L. planted in the southern taiga, central Siberia.","Trees-Structure And Function","16: 313-324.","Empirical paper","","","","Seeds of Scots pine provenances originating from all over Russia were planted in the Boguchany provenance trial at a central Siberian location (southern taiga) in 1974. Eight tree- ring density and width parameters for 16 different provenances were measured with densitometric techniques. The tree-ring data were recorded from 1982 to 1996. Correlation analysis calculated by raw series showed that tree-ring width decreases and percentage of latewood increases with an increase in the latitude of the seed source. High variability was found for raw tree-ring characteristics from tree to tree within each provenance for an observed period (individual variability). The age trend of each tree is well described by the chosen fitting curve, and is similar for the mean series of each provenance. As a consequence of these findings, the indexed chronology for each provenance mainly shows climatic signals. The SD of the indexed chronology (chronological variability) is low for each provenance, showing low sensitivity to climatic influences.  cluster analysis of provenances represented by tree-ring characteristics differentiated the provenances into three groups. However, the statistical distance between the groups was minor. So we can confirm that Scots pine provenances are highly adaptable to local ecological conditions and regional climatic influences."
"Pinus sylvestris","Conifer","Genecology","To confirm","","Harju, AM, Venalainen, M","2002","Genetic parameters regarding the resistance of Pinus sylvestris heartwood to decay caused by Coniophora puteana.","Scandinavian Journal of Forest Research","17: 199-205.","Empirical paper","","","","Genetic variation in the durability of Pinus sylvestris L. heartwood to a brown rot fungus, Coniophora puteana, was studied using an in vitro decay test. Juvenile heartwood was sampled from 33-yr-old half-sib families growing in a progeny test and from their mothers in a clonal archive. The narrow- sense heritability for the heartwood weight loss was 0.37, and the coefficient of additive genetic variation was 28%. Heritability estimated by the regression of the offspring on mothers was 0.29, and the coefficient of genetic prediction was 0.24. These results indicated that it would be possible to improve the decay resistance of P. sylvestris heartwood by direct selection. According to the genetic correlation (r(A) = 0.36), selecting for heartwood density would result in an unfavourable response in weight loss caused by C. puteana. However, it appears that unknown environmental factors, which increase heartwood density, also decrease the heartwood weight loss (r(E) = 0.56). This result emphasizes the need for better understanding of the relationships among wood density, decay fungi, and environmental factors."
"Pinus sylvestris","Conifer","Quantitative trait analysis","To confirm","","Blumenrother, M, Bachmann, M, Muller-Starck, G","2001","Genetic characters and diameter growth of provenances of Scots pine (Pinus sylvestris L.).","Silvae Genetica","50: 212-222.","Empirical paper","","","","Correlation between genetic characters and growth parameters was studied with respect to four provenance samples, which are part of a 47-year-old provenance trial of Scots pine. Two samples with superior growth were contrasted with two weakly growing samples. Based on a sample size of 100 trees per provenance, genotypes were monitored at 16 enzyme coding gene loci. Effects between genetic and growth traits were studied by means of two-factorial analysis of variance and linear regression models with respect to diameter classes and subsets of elite and non-elite trees within provenance samples as well as diameter subsets of pooled provenance samples. Significant deviations are evident among the genetic structures of the four provenance samples. In each sample, deviations from Hardy- Weinberg structures are indicated at single loci. Inbreeding does not primarily account for such deviations. The study of diameter classes reveals that an increase of stem volume tends to coincide with an increase of the observed heterozygosities in three out of four provenance samples. In the case of two- locus genotypes at 6-PGDH and MDH-C, significant effects of heterozygosity on diameter growth are observed. By focusing the two most frequent alleles at six differentiation effective gene loci, significant relations to diameter growth can be particularly verified for two locus combinations including AAT- A. The genetic comparison of the elite and non-elite trees, the first subset reveals larger values for diversities, differentiation and heterozygosities than the second does. The genetic comparison between the subset of the 50 thinnest and the 50 thickest trees among the 400 individuals indicates higher values for the genetic multiplicity and the gene pool and multilocus diversity for the subsets with superior growth. It is concluded for the present that isoenzyme gene markers reveal an indicative potential for quantitative traits."
"Pinus sylvestris","Conifer","Genecology","To confirm","","Olsson, T, Ericsson, T","2002","Genetic parameter estimates of growth and survival of Pinus sylvestris with mixed model multiple-trait restricted maximum likelihood analysis.","Scandinavian Journal of Forest Research","17: 103-110.","Empirical paper","","","","To improve adaptation and production of forest trees in areas with a harsh climate, it is important to consider survival ability in addition to growth traits. For breeding decisions, parameters such as heritabilities and genetic correlations between such traits need to be estimated. Multitrait, restricted maximum likelihood (REML) estimation was used in a full-sib Scots pine (Pinus sylvestris L.) progeny trial in northern Sweden to utilize all available information regarding survival and growth on the individual tree level and to avoid bias due to selection caused by mortality. The trial was evaluated at the ages of 6, 11 15 and 27 yrs, including estimation of age-age genetic correlations, which were high. During the period, the mortality reached 36%, the heritability of survival increased from 0.02 to 0.05, and heritability of tree height varied between 0.06 and 0.13. The genetic correlation estimates between survival and height were all positive and varied between 0.03 and 0.65. Univariate estimation, considering only growth and ignoring survival, resulted in much higher heritabilities of tree height. This should be an effect due to the mortality and thus a bias caused by selection."
"Pinus sylvestris","Conifer","Genetic diversity assessment","Isozyme/Allozyme","Russian","Sannikov, SN, Petrova, IV, Semerikov, VL","2002","Geno- and phenogeographic analysis of Pinus sylvestris L. populations along the transect extending from the northern to southern boundary of the species range.","Russian Journal of Ecology","33: 86-91.","Empirical paper","","","","Nei's genetic distances (Nei, 1972, 1978) between 12 Scotch pine (Pinus sylvestris L.) populations were determined using isozyme analysis. The gradients of these distances along the 1500-km meridional transect in the Transural Region and Northern Turgai from the pre-forest-tundra subzone (the Synya River basin) to the southern steppe (the Naurzumskii forest) were calculated. We discovered that the genetic distance gradients (GDGs) progressively increase in the direction from the northern boundary of the range to the southern boundary of the forest-steppe zone and sharply increase in the insular forests growing in the steppe zone. The results of cluster analysis and Mahalanobis distance gradients with respect to a set of morphological characters of the cones provide evidence that Scotch pine populations of the forest zone share somewhat the same gene pool, whereas the group of Scotch pine populations in the insular forests of Northern Turgai is obviously differentiated phenogenetically from the insular forests of the Tobol region, which grow farther to the north."
"Pinus sylvestris","Conifer","Genecology","To confirm","","Sonesson, J, Eriksson, G","2000","Genotypic stability and genetic parameters for growth and biomass traits in a water x temperature factorial experiment with Pinus sylvestris L. seedlings.","Forest Science","46: 487-495.","Empirical paper","","","","The objective of this experiment was to study genotypic stability for growth and biomass traits recorded in treatments with optimal and limiting water availability at two different temperatures and to study how the different growth environments affected genetic parameter estimates. Open-pollinated families of Scots pine (Pinus sylvestris L.) were collected in 2 seed orchards with 28 and 35 families respectively and cultivated for 1 growth period in a growth chamber. Heritability estimates were generally moderate-high (h(2) = 0.3-0.8) for growth traits in individual treatments. Joint analyses of all treatments revealed significant family x temperature and family x temperature x water regime interactions. Family x water regime interaction and family effects were not significant. The results indicate low adaptation to water availability and a higher adaptation to different temperatures in the two Swedish Pinus sylvestris populations. If we assume that our results hold for a large part of the rotation the G x E interactions imply that climate change can alter the ranking of clones in a breeding program and thus decrease genetic gain. Studies of family ecovalence values showed that a minority of families (4- 31%) contributed significantly to the interactions. Selection for stability could be a possible way to reduce the negative effects of G x E interaction."
"Pinus sylvestris","Conifer","Genecology","To confirm","European","Alia, R, Moro-Serrano, J, Notivol, E","2001","Genetic variability of Scots pine (Pinus sylvestris) provenances in Spain: Growth traits and survival.","Silva Fennica","35: 27-38.","Empirical paper","","","","Plants obtained from seed of 16 Spanish and 6 German provenances of Scots pine (Pinus sylvestris L.) were installed at five trial sites distributed throughout the natural range of the species in Spain. Five years after planting (7 years of age) the experimental material was measured for total height, diameter, number of twigs at the fourth year whorl and survival. The analysis confirmed that the rate of height growth of the Spanish is lower than that of the German provenances. whereas for the other traits the best Spanish compare favourably with the Germans. Provenance by site interaction was very significant (P < 0.01) for most traits. Attempts to model the interaction of Spanish provenances on height by simultaneous introduction of some climatic and geographic covariates on both factors were not successful but a multiplicative model with one bilinear term was enough to provide a sensible explanation of this interaction. Usually, provenances closest to each trial site were found better adapted than more distant ones but some provenances of close origin presented a different behaviour. Processes of adaptation and selection of these ancient populations could be considered as the main factors to cause this interaction."
"Pinus sylvestris","Conifer","Genecology","To confirm","","Quencez, C, Bastien, C","2001","Genetic variation within and between populations of Pinus sylvestris L. (Scots pine) for susceptibility to Melampsora pinitorqua Rostr. (pine twist rust).","Heredity","86: 36-44.","Empirical paper","","","","The genetic variability of Scots pine (Pinus sylvestris L.) for twist rust susceptibility and the consequences for genetic improvement of the species were evaluated after artificial inoculation of 1-year-old seedlings in greenhouse tests. Wind- pollinated progenies, factorial and incomplete diallel mating designs were used to compare two natural populations of Scots pine (Haguenau, France, and Taborz, Poland) and their hybrids (Haguenau x Taborz). Families from Taborz were significantly (P < 0.001) less susceptible to twist rust than those from Haguenau. Inter-population hybrids were as susceptible as the Haguenau population. No clear relationship between severity of infection, shoot length and phenological stage at time of inoculation was observed in intra- and interpopulation crosses. Differences observed between the two natural populations for their response to twist rust are suggested to be the consequence of local adaptation simultaneously for climatic conditions and pathogen pressure. Within each of the two populations, the effects of general combining abilities (GCA) for rust susceptibility were predominant, although estimation of individual heritabilities remained at a moderate level (0.30-0.54). In interpopulation crosses, GCA effects of Haguenau and Taborz populations were still predominant. Moreover, hybrid performance could be predicted with confidence based on the intrapopulation GCA values of parents. Genetic gain on twist rust resistance could be achieved quickly through intrapopulation mass or backward selection based on wind- pollinated progeny tests."
