Species,Organism type,Study type,Molecular marker,Scale of study,Author,Year,Title,Journal,Volume/Pages,Type of publication,Editors,Publishers,City,Abstract
"Carex flava","Flowering plant","Taxonomic clarification","Isozyme/Allozyme","European","Hedren, M","2002","Patterns of allozyme and morphological differentiation in the Carex flava complex (Cyperaceae) in Fennoscandia.","Nordic Journal of Botany","22: 257-301.","Empirical paper","","","","Allozyme and morphological differentiation patterns within the Carex flava complex in Fennoscandia were described by means of multivariate analyses. As a result of these studies, and considering also data on ecology, distribution and hybridization, the following taxa were recognized: C. flava with no infraspecific taxa, C. lepidocarpa with two subspecies, ssp. lepidocarpa and ssp. jemtlandica, C. demissa with no infraspecific taxa, and C oederi with three varieties, var. oederi, var. bergrothii, and var. pulchella. Carex lepidocarpa ssp. jemtlandica was allozymically divergent from ssp. lepidocarpa, indicating a long period of isolation-of the two subspecies. A poor morphological separation in some localities is apparently due to secondary contacts in connection with recolonization of Fennoscandia after the last ice age, resulting in the formation of fertile hybrids and back-crosses. The subdivision of C. oederi into three varieties is supported by ecological data and it is suggested that they have originated by parallel ecotype formation under similar selective regimes in different areas. However, the varietal limits are not-supported by differentiation in neutral (allozyme) characters. A phylogenetic hypothesis was constructed by means of neighbour-joining based allozyme data and it was indicated that C demissa may be more closely related to C lepidocarpa than to C oederi. Previous treatments that have reduced the C. flava complex to one or two species may have been based on inappropriate species concepts, too coarse methods of analysis of morphological data, ignorance of patterns of co-occurrence and hybridization, or a combination of these factors."
"Carex flava","Flowering Plant","Hybridisation","Isozyme/Allozyme +  Non molecular","Euro-North American","Blackstock N, Ashton PA","2010","Genetic markers and morphometric analysis reveal past hybridization and introgression in putative Carex flava L. s.str. (Cyperaceae) hybrid populations","Plant Systematics and Evolution ","287: 37-47","Empirical paper","","","","The affinities of taxonomically problematic populations are typically analyzed using molecular markers. However these are less subject to selection than morphological characteristics. Consequently both approaches may be required to obtain a fuller picture of the identity and history of populations. Three putative hybrid populations within the Carex flava agg. are examined using such a dual approach with a view to elucidate their taxonomic affinities. Analysis of 11 morphometric characters using principal component analysis and examination of 17 isozyme loci revealed a more complicated history than that suggested by morphometric analysis alone. Results from this study confirm the status of an additional British population of C. flava s.str. and also strongly suggest that a population morphologically resembling Carex lepidocarpa has experienced the introgression of C. flava genes in the past. An Irish population resembling C. flava in appearance but lacking typical C. flava allozymes may be a result of local selection."
"Carex muricata subsp. muricata","Flowering plant","Genetic diversity assessment","To confirm","","Fay, MF, Kuntz, E and Cowan, RS","2001","Genetic fingerprinting studies of Carex muricata subsp. muricata.","Report to English Nature.","","Report","","Royal Botanic Gardens, Kew.","",""
"Carex recta","Flowering plant","Hybridisation","Isozyme/Allozyme","North American","Standley, LA","1990","Allozyme evidence for the hybrid origin of the maritime species Carex salina and Carex recta (Cyperaceae) in eastern North America.","Systematic Botany","15: 182-191.","Empirical paper","","","",""
"Carex recta","Flowering Plant","Hybridisation","ISSR +  Nuclear microsatellite +  Nuclear sequences","European","Korpelainen H, Virtanen V, Kostamo K, Vare H","2010","Hybridization and introgression in Carex aquatilis and C. paleacea","Plant Systematics and Evolution ","287: 141-151","Empirical paper","","","","The genetic relationships among the sedges Carex aquatilis, C. paleacea, and C. recta, and C. recta and other hybrids (C. aquatilis x recta and C. paleacea x recta) were investigated. Microsatellite-based, dominant inter simple sequence repeat (ISSR) fingerprinting revealed no taxon-specific variation among five investigated Carex species or hybrids, while in codominant microsatellite genotyping, 5 out of 16 alleles were taxon specific. Despite significant genetic differentiation, our results demonstrate that there is also gene flow between taxa. Although principal component analysis (PCA) showed some structuring among groups, there was considerable overlapping. The analysis of genetic differentiation assessed for the expected five groups using the program Structure did not provide conclusive results for the number of main groups. However, it is visible that C. aquatilis and C. paleacea are genetically distinct, while the other studied taxa show intermediate genetic features. Both the microsatellite analysis and sequencing of the internal transcribed spacer (ITS) region supported the view that the parental species of C. recta are C. aquatilis and C. paleacea, although with unequal contribution. C. paleacea x recta is likely to possess additional genetic material apart from that originating from C. aquatilis and C. paleacea. Our study shows that ISSR markers failed to be sufficiently informative, but the combination of sequencing (ITS) and the use of microsatellite genotyping proved their applicability in resolving fine-scale taxonomic questions."
"Carex vulpina","Flowering plant","Genetic diversity assessment","To confirm","","Cowan, RS, Green, RD and Fay, MF","2002","Genetic fingerprinting studies of Carex vulpina and C. otrubae.","Report to English Nature.","","Report","","Royal Botanic Gardens, Kew.","",""
"Carex vulpina","Flowering plant","Taxonomic clarification","Isozyme/Allozyme","Country: EnglandCountry: England-Scotland","Smith, C and Ashton, PA","2006","Distinction between the sedges Carex vulpina L. and C. otrubae Podp. And the potential for identification of hybrids","Watsonia","26: 15-25","Empirical paper","","","",""
"Cephalanthera damasonium","Flowering Plant","Genetic diversity assessment +  Marker development","Organelle microsatellite","Euro-Asian","Micheneau C, Duffy KJ, Smith RJ, Stevens LJ, Stout JC, Civeyrel L, Cowan RS, Fay MF","2010","Plastid microsatellites for the study of genetic variability in the widespread Cephalanthera longifolia, C. damasonium and C. rubra (Neottieae, Orchidaceae), and cross-amplification in other Cephalanthera species","Botanical Journal of the Linnean Society ","163: 181-193","Empirical paper","","","","Plastid microsatellite loci developed for Cephalanthera longifolia were used to examine the level of genetic variation within and between populations of the three widespread Cephalanthera species (C. damasonium, C. longifolia and C. rubra). The most detailed sampling was in C. longifolia (42 localities from Ireland to China; 147 individuals). Eight haplotypes were detected. One was detected in the vast majority of individuals and occurred from Ireland to Iran. Three others were only found in Europe (Ireland to Italy, England to Italy and Austria to Croatia). Two were only found in the Middle East and two only in Asia. In C. damasonium, 21 individuals from 10 populations (England to Turkey) were sampled. Only one haplotype was detected. In C. rubra, 34 individuals from eight populations (England to Turkey) were sampled. Although it was not possible to amplify all loci for all samples of this species, nine haplotypes were detected. Short alleles for the trnS-trnG region found in two populations of C. rubra were characterized by sequencing and were caused by deletions of 26 and 30 base pairs. At this level of sampling, it appears that C. rubra shows the greatest genetic variability. Cephalanthera longifolia, C. rubra and C. damasonium have previously been characterized as outbreeding, outbreeding with facultative vegetative reproduction and inbreeding, respectively. Patterns of genetic variation here are discussed in the light of these reproductive system differences. The primers used in these three species of Cephalanthera were also demonstrated to amplify these loci in another five species (C. austiniae, C. calcarata, C. epipactoides, C. falcata and C. yunnanensis). Although it is sometimes treated as a synonym of C. damasonium, the single sample of C. yunnanensis from China had a markedly different haplotype from that found in C. damasonium. All three loci were successfully amplified in two achlorophyllous, myco-heterotrophic species, C. austinae and C. calcarata."
"Cephalanthera damasonium","Flowering Plant","Genecology +  Genetic diversity assessment","AFLP","European","Tranchida-Lombardo V, Roy M, Bugot E, Santoro G, Putsepp U, Selosse M, Cozzolino S","2010","Spatial repartition and genetic relationship of green and albino individuals in mixed populations of Cephalanthera orchids","Plant Biology","12: 659-667","Empirical paper","","","","Several green orchids of the Neottieae tribe acquire organic carbon both from their mycorrhizal fungi and from photosynthesis. This strategy may represent an intermediate evolutionary step towards mycoheterotrophy of some non-photosynthetic (albino) orchids. Mixed populations of green and albino individuals possibly represent a transient evolutionary stage offering opportunities to understand the evolution of mycoheterotrophy. In order to understand the emergence of albinos, we investigated patterns of spatial and genetic relationships among green and albino individuals in three mixed populations of Cephalanthera damasonium and one of C. longifolia using spatial repartition and Amplified fragment length polymorphism (AFLP) markers. Two of these populations were monitored over two consecutive flowering seasons. In spatial repartition analyses, albino individuals did not aggregate more than green individuals. Genetic analyses revealed that, in all sampled populations, albino individuals did not represent a unique lineage, and that albinos were often closer related to green individuals than to other albinos from the same population. Genetic and spatial comparison of genets from the 2-year monitoring revealed that: (i) albinos had lower survival than green individuals; (ii) accordingly, albinos detected in the first year did not correspond to the those sampled in the second year; and (iii) with one possible exception, all examined albinos did not belong to any green genet from the same and/or from the previous year, and vice versa. Our results support a scenario of repeated insurgence of the albino phenotypes within the populations, but unsuccessful transition between the two contrasting phenotypes. Future studies should try to unravel the genetic and ecological basis of the two phenotypes."
"Cephalanthera longifolia","Flowering plant","Genetic diversity assessment","To confirm","","Fay MF, Thornton H and Cowan RS","1998","Genetic fingerprinting of British populations of Cephalanthera longifolia: a project for Plantlife.","RBG Kew.","","Report","","","",""
"Cephalanthera longifolia","Flowering plant","Breeding system +  Genetic diversity assessment","Isozyme/Allozyme","","Scacchi, R, De Angelis, G, Corbo, RM","1991","Effect of the breeding system on the genetic structure in 3 Cephalanthera spp. (Orchidaceae).","Plant Systematics and Evolution","176: 53-61.","Empirical paper","","","","The genetic variation of seven enzymes for a total of nine loci was investigated in three species of terrestrial orchids of the genus Cephalanthera:  C. longifolia, C. rubra, and C. damasonium.  These species are characterized by presenting different breeding types:  outbreeding, outbreeding with facultative vegetative reproduction, and inbreeding, respectively.  Electrophoretic evidence points to a difference in the behaviour of each of the three species which seems strictly related to the breeding type.  On the basis of our results C. longifolia behaves as a normal outbreeder, while C. rubra presents the influence of vegetative reproduction in some populations and not in others.  C. damasonium shows a total lack of both among and within populations genetic variation, which is most probably due to the autogamic breeding type."
"Cephalanthera longifolia","Flowering Plant","Genetic diversity assessment +  Marker development","Organelle microsatellite","Euro-Asian","Micheneau C, Duffy KJ, Smith RJ, Stevens LJ, Stout JC, Civeyrel L, Cowan RS, Fay MF","2010","Plastid microsatellites for the study of genetic variability in the widespread Cephalanthera longifolia, C. damasonium and C. rubra (Neottieae, Orchidaceae), and cross-amplification in other Cephalanthera species","Botanical Journal of the Linnean Society ","163: 181-193","Empirical paper","","","","Plastid microsatellite loci developed for Cephalanthera longifolia were used to examine the level of genetic variation within and between populations of the three widespread Cephalanthera species (C. damasonium, C. longifolia and C. rubra). The most detailed sampling was in C. longifolia (42 localities from Ireland to China; 147 individuals). Eight haplotypes were detected. One was detected in the vast majority of individuals and occurred from Ireland to Iran. Three others were only found in Europe (Ireland to Italy, England to Italy and Austria to Croatia). Two were only found in the Middle East and two only in Asia. In C. damasonium, 21 individuals from 10 populations (England to Turkey) were sampled. Only one haplotype was detected. In C. rubra, 34 individuals from eight populations (England to Turkey) were sampled. Although it was not possible to amplify all loci for all samples of this species, nine haplotypes were detected. Short alleles for the trnS-trnG region found in two populations of C. rubra were characterized by sequencing and were caused by deletions of 26 and 30 base pairs. At this level of sampling, it appears that C. rubra shows the greatest genetic variability. Cephalanthera longifolia, C. rubra and C. damasonium have previously been characterized as outbreeding, outbreeding with facultative vegetative reproduction and inbreeding, respectively. Patterns of genetic variation here are discussed in the light of these reproductive system differences. The primers used in these three species of Cephalanthera were also demonstrated to amplify these loci in another five species (C. austiniae, C. calcarata, C. epipactoides, C. falcata and C. yunnanensis). Although it is sometimes treated as a synonym of C. damasonium, the single sample of C. yunnanensis from China had a markedly different haplotype from that found in C. damasonium. All three loci were successfully amplified in two achlorophyllous, myco-heterotrophic species, C. austinae and C. calcarata."
"Cephalanthera longifolia","Flowering Plant","Genecology +  Genetic diversity assessment","AFLP","European","Tranchida-Lombardo V, Roy M, Bugot E, Santoro G, Putsepp U, Selosse M, Cozzolino S","2010","Spatial repartition and genetic relationship of green and albino individuals in mixed populations of Cephalanthera orchids","Plant Biology","12: 659-667","Empirical paper","","","","Several green orchids of the Neottieae tribe acquire organic carbon both from their mycorrhizal fungi and from photosynthesis. This strategy may represent an intermediate evolutionary step towards mycoheterotrophy of some non-photosynthetic (albino) orchids. Mixed populations of green and albino individuals possibly represent a transient evolutionary stage offering opportunities to understand the evolution of mycoheterotrophy. In order to understand the emergence of albinos, we investigated patterns of spatial and genetic relationships among green and albino individuals in three mixed populations of Cephalanthera damasonium and one of C. longifolia using spatial repartition and Amplified fragment length polymorphism (AFLP) markers. Two of these populations were monitored over two consecutive flowering seasons. In spatial repartition analyses, albino individuals did not aggregate more than green individuals. Genetic analyses revealed that, in all sampled populations, albino individuals did not represent a unique lineage, and that albinos were often closer related to green individuals than to other albinos from the same population. Genetic and spatial comparison of genets from the 2-year monitoring revealed that: (i) albinos had lower survival than green individuals; (ii) accordingly, albinos detected in the first year did not correspond to the those sampled in the second year; and (iii) with one possible exception, all examined albinos did not belong to any green genet from the same and/or from the previous year, and vice versa. Our results support a scenario of repeated insurgence of the albino phenotypes within the populations, but unsuccessful transition between the two contrasting phenotypes. Future studies should try to unravel the genetic and ecological basis of the two phenotypes."
"Cephalanthera rubra","Flowering plant","Breeding system +  Genetic diversity assessment","Isozyme/Allozyme","","Scacchi, R, De Angelis, G, Corbo, RM","1991","Effect of the breeding system on the genetic structure in 3 Cephalanthera spp. (Orchidaceae).","Plant Systematics and Evolution","176: 53-61.","Empirical paper","","","","The genetic variation of seven enzymes for a total of nine loci was investigated in three species of terrestrial orchids of the genus Cephalanthera:  C. longifolia, C. rubra, and C. damasonium.  These species are characterized by presenting different breeding types:  outbreeding, outbreeding with facultative vegetative reproduction, and inbreeding, respectively.  Electrophoretic evidence points to a difference in the behaviour of each of the three species which seems strictly related to the breeding type.  On the basis of our results C. longifolia behaves as a normal outbreeder, while C. rubra presents the influence of vegetative reproduction in some populations and not in others.  C. damasonium shows a total lack of both among and within populations genetic variation, which is most probably due to the autogamic breeding type."
"Cephalanthera rubra","Flowering plant","Clonal diversity assessment +  Genetic diversity assessment","Isozyme/Allozyme","","Brzosko, E, Wroblewska, A","2003","Genetic variation and clonal diversity in island Cephalanthera rubra populations from the Biebrza National Park, Poland.","Botanical Journal of the Linnaean Society","143: 99-108.","Empirical paper","","","","Three populations of the orchid species Cephalanthera rubra localized on neighbouring mineral islands in the Biebrza National Park (north-east Poland) were examined using 16 allozyme loci. The percentage of polymorphic loci in these C. rubra populations ranged from 25 to 31.3% and the mean number of alleles per polymorphic locus from 1.25 to 1.31. The levels of observed heterozygosity at polymorphic loci were higher than expected for all populations. The overabundance of heterozygotes was noted in every population. The values of fixation indices were highly negative. The genetic differentiation among the three populations was small (F-ST = 0.0173), albeit statistically significant (P < 0.001). The level of gene flow varied from 13 to 16. Fourteen multilocus genotypes were found among the 401 ramets sampled from the populations. Only four of them were common for all populations. The frequency of genotypes was different in these three populations of C. rubra. Some of the multilocus genotypes dominated in the given populations, others were found sporadically. Genetic variation within C. rubra populations is mainly the result of small population sizes and reflects the influences of breeding system and type of reproduction. On the other hand, these properties are also connected with habitat conditions."
"Cephalanthera rubra","Flowering Plant","Genetic diversity assessment +  Marker development","Organelle microsatellite","Euro-Asian","Micheneau C, Duffy KJ, Smith RJ, Stevens LJ, Stout JC, Civeyrel L, Cowan RS, Fay MF","2010","Plastid microsatellites for the study of genetic variability in the widespread Cephalanthera longifolia, C. damasonium and C. rubra (Neottieae, Orchidaceae), and cross-amplification in other Cephalanthera species","Botanical Journal of the Linnean Society ","163: 181-193","Empirical paper","","","","Plastid microsatellite loci developed for Cephalanthera longifolia were used to examine the level of genetic variation within and between populations of the three widespread Cephalanthera species (C. damasonium, C. longifolia and C. rubra). The most detailed sampling was in C. longifolia (42 localities from Ireland to China; 147 individuals). Eight haplotypes were detected. One was detected in the vast majority of individuals and occurred from Ireland to Iran. Three others were only found in Europe (Ireland to Italy, England to Italy and Austria to Croatia). Two were only found in the Middle East and two only in Asia. In C. damasonium, 21 individuals from 10 populations (England to Turkey) were sampled. Only one haplotype was detected. In C. rubra, 34 individuals from eight populations (England to Turkey) were sampled. Although it was not possible to amplify all loci for all samples of this species, nine haplotypes were detected. Short alleles for the trnS-trnG region found in two populations of C. rubra were characterized by sequencing and were caused by deletions of 26 and 30 base pairs. At this level of sampling, it appears that C. rubra shows the greatest genetic variability. Cephalanthera longifolia, C. rubra and C. damasonium have previously been characterized as outbreeding, outbreeding with facultative vegetative reproduction and inbreeding, respectively. Patterns of genetic variation here are discussed in the light of these reproductive system differences. The primers used in these three species of Cephalanthera were also demonstrated to amplify these loci in another five species (C. austiniae, C. calcarata, C. epipactoides, C. falcata and C. yunnanensis). Although it is sometimes treated as a synonym of C. damasonium, the single sample of C. yunnanensis from China had a markedly different haplotype from that found in C. damasonium. All three loci were successfully amplified in two achlorophyllous, myco-heterotrophic species, C. austinae and C. calcarata."
"Cephalanthera rubra","Flowering plant","Genetic diversity assessment","Isozyme/Allozyme","European","Brzosko, Emilia Wroblewska, Ada","2013","Genetic diversity of nectar-rewarding Platanthera chlorantha and nectarless Cephalanthera rubra","Botanical Journal Of The Linnean Society","171:751-763","Empirical paper","","","","We examined the genetic diversity of two orchid species, the nectar-rewarding Platanthera chlorantha and the nectarless Cephalanthera rubra, in north-eastern Poland. We found lower differences in genetic diversity between the species than we expected. The level of genetic variation at species level was lower in C.rubra (PPOL=14%, A=1.14 and HE=0.060) than in P.chlorantha (PPOL=25.5%, A=1.35 and HE=0.078). In the majority of populations of both species a high proportion of unique genotypes was noted. The overall FST values for all populations were moderate and similar for both species (P.chlorantha: 0.251, P<0.001; C.rubra: 0.267, P<0.001). No relationship was found between genetic and geographical distances in either species (0.05, Mantel test). We discuss the breeding systems, small population size and population subdivision as the most important factors affecting the genetic diversity of this species. We suggest that conservation programmes should be initiated to maintain or even increase the fitness and genetic variation of populations of both species."
"Cephalanthera rubra","Flowering plant","Genetic diversity assessment","","European","Brzosko, Emilia, Wroblewska, Ada","2013","Genetic diversity of nectar-rewarding Platanthera chlorantha and nectarless Cephalanthera rubra","Botanical Journal Of The Linnean Society","171:751-763","Empirical paper","","","","We examined the genetic diversity of two orchid species, the nectar-rewarding Platanthera chlorantha and the nectarless Cephalanthera rubra, in north-eastern Poland. We found lower differences in genetic diversity between the species than we expected. The level of genetic variation at species level was lower in C.rubra (PPOL=14%, A=1.14 and HE=0.060) than in P.chlorantha (PPOL=25.5%, A=1.35 and HE=0.078). In the majority of populations of both species a high proportion of unique genotypes was noted. The overall FST values for all populations were moderate and similar for both species (P.chlorantha: 0.251, P<0.001; C.rubra: 0.267, P<0.001). No relationship was found between genetic and geographical distances in either species (0.05, Mantel test). We discuss the breeding systems, small population size and population subdivision as the most important factors affecting the genetic diversity of this species. We suggest that conservation programmes should be initiated to maintain or even increase the fitness and genetic variation of populations of both species."
"Cephalanthera rubra","Flowering plant","Breeding system","","European","Talalaj, I, Ostrowiecka, B, Wlostowska, E, Rutkowska, A, Brzosko, E","2017","THE ABILITY OF SPONTANEOUS AUTOGAMY IN FOUR ORCHID SPECIES: CEPHALANTHERA RUBRA, NEOTTIA OVATA, GYMNADENIA CONOPSEA, AND PLATANTHERA BIFOLIA","Acta Biologica Cracoviensia Series Botanica","59:51-61","Empirical paper","","","","The breeding system in Orchidaceae generates many questions about the selfing potential of its representatives. We investigated the ability of spontaneous autogamy of four orchid species: Cephalanthera rubra and Neottia ovata of the Neottieae tribe and Gymnadenia conopsea and Platanthera bifolia of the Orchideae tribe. These species represent diverse specializations of the gynostemium architecture. The self-compatibility and properties of autogamous seeds were determined in a bagging experiment and seed development analysis. After induced autogamy, a high level of fruiting (80-100%) was noted in all of the four study species. C. rubra, N. ovata, and G. conopsea are completely self-compatible, and P. bifolia is suggested to be partially self-compatible. If autogamy occurred, inbreeding depression and resource limitation on seed development appeared only in the two Orchideae species. Independent of flower specialization, both Neottieae species and P. bifolia were completely allogamous, whereas G. conopsea could be facultatively autogamous."
"Cerastium alpinum","Flowering plant","Polyploidy +  Taxonomic clarification","Nuclear sequences","European","Brysting AK","2008","The arctic mouse-ear in Scotland - and why it is not arctic","Plant Ecology and Diveristy","1: 321-327","Empirical Paper","","","",""
"Cerastium alpinum","Flowering plant","Taxonomic clarification","Isozyme/Allozyme","European","Brysting, AK, Borgen, L","2000","Isozyme analysis of the Cerastium alpinum C. arcticum complex (Caryophyllaceae) supports a splitting of C. arcticum Lange.","Plant Systematics and Evolution","220: 199-221.","Empirical paper","","","","As part of a larger investigation of the C. alpinum-C. arcticum complex of arctic and North Atlantic areas, isozyme variation of C. alpinum, C. arcticum, and related taxa was analysed.  total of 124 multilocus phenotypes was divided into more or less distinct groups by numerical analyses. Most groups correspond well to previously recognized taxa. However, what has traditionally been considered as C. arcticum was divided into two distinct groups, consisting of northern (Svalbard, Greenland) and more southern (Norway, Iceland) populations, respectively. The division of C. arcticum into two taxa is also supported by other kinds of data and the two taxa probably deserve species rank. Serpentine plants from Shetland had multilocus phenotypes similar to those of C. arcticum from Iceland and should be included in the southern taxon."
"Cerastium nigrescens","Flowering plant","Polyploidy +  Taxonomic clarification","Nuclear sequences","European","Brysting AK","2008","The arctic mouse-ear in Scotland - and why it is not arctic","Plant Ecology and Diveristy","1: 321-327","Empirical Paper","","","",""
"Chamaemelum nobile","Flowering plant","Conservation +  Genetic diversity assessment","Isozyme/Allozyme","Country: England-WalesCountry: WalesEuropean","Kay, QON and John, RF","1997","Patterns of variation in relation to the conservation of rare and declining plant species.","The role of genetics in conserving small populations.","41-55.","Summary Paper","Tew T.E., Crawford,T.J., Spencer J.W., Stevens D.P., Usher M.B.  and Warren J.","JNCC.","Peterborough.",""
"Cicerbita alpina","Flowering Plant","Genetic diversity assessment","AFLP","European","Michl T, Huck S, Schmitt T, Liebrich A, Haase P, Budel B","2010","The molecular population structure of the tall forb Cicerbita alpina (Asteraceae) supports the idea of cryptic glacial refugia in central Europe","Botanical Journal of the Linnean Society ","164: 142-154","Empirical paper","","","","There is an ongoing debate about the glacial history of non-arctic species in central and northern Europe. The two main hypotheses are: (1) postglacial colonization from refugia outside this region; (2) glacial survival in microclimatically favourable sites within the periglacial areas. In order to clarify the glacial history of a boreo-montane tall forb, we analysed AFLPs from populations of Cicerbita alpina through most of its range (Scandinavia, the mountains of central Europe, the Alps, the Pyrenees and the Balkan Peninsula). We found a major differentiation between the Pyrenean population and all others, supported by principal coordinate, neighbour joining and STRUCTURE analyses. Furthermore, three populations from the central and north-eastern Alps were genetically distinct from the bulk of populations from Scandinavia, central Europe, the Alps and the Balkan Peninsula. Most populations, including those from central and northern Europe, had moderate to high levels of genetic diversity (mean Shannon index H-Sh = 0.292, mean percentage of polymorphic loci P = 54.1%, mean Nei's gene diversity H = 0.195). The results indicate separate glacial refugia in the Pyrenean region and the Italian Alps. Furthermore, they provide evidence of glacial persistence in cryptic refugia north of the Alps, from where Scandinavia and most of the Alps are likely to have been colonized following deglaciation."
"Cicerbita alpina","Flowering Plant","Genetic diversity assessment","AFLP","European","Stachurska-Swakon A, Cieslak E, Ronikier M","2011","GENETIC VARIABILITY OF SMALL ISOLATED POPULATIONS OF CICERBITA ALPINA (L.) WALLR. (ASTERACEAE) IN THE BESKID MALY MTS (SOUTHERN POLAND)","Polish Journal of Ecology","59: 279-288","Empirical paper","","","","The populations of Cicerbita alpina in the Beskid Maly Mts. (Western Carpathians, Poland) are the northernmost, spatially isolated localities of this subalpine tall-herb species in the Carpathians. The genetic structure of these populations was studied using the AFLP method. The analysis also included the populations of the larger, more population-abundant parts of the distribution range to the north (Scandinavia) and to the south (the Tatra Mts., Western Carpathians). The genetic similarity of the Beskid Maly populations with those from the Tatra Mts. and Scandinavia was relatively low and the populations formed geographically distinct genetic groups. The populations from the Beskid Maly Mts. were characterised by lower genetic variation, as well as the lowest degree of genetic differentiation (Nei and Shannon's coefficients), compared with those from the Tatra Mts. and Scandinavia. Our results indicate a relatively long period of isolation of the Beskid Maly Mts. populations; there is no evidence for recent dispersal or extant gene flow with populations from other regions. The differences among the populations also testify to fixation of genes in isolated areas, probably traced back to the founder individuals."
"Cirsium tuberosum","Flowering plant","Conservation +  Genetic diversity assessment","Isozyme/Allozyme","Country: England-WalesCountry: WalesEuropean","Kay, QON and John, RF","1997","Patterns of variation in relation to the conservation of rare and declining plant species.","The role of genetics in conserving small populations.","41-55.","Summary Paper","Tew T.E., Crawford,T.J., Spencer J.W., Stevens D.P., Usher M.B.  and Warren J.","JNCC.","Peterborough.",""
"Colchicum autumnale","Flowering Plant","Genetic diversity assessment","AFLP","Country: Ireland","Smith RJ, Waldren S","2010","Patterns of genetic variation in Colchicum autumnale L. and its conservation status in Ireland: a broader perspective on local plant conservation","Conservation Genetics","11: 1351-1361","Empirical paper","","","","Colchicum autumnale L. (Colchicaceae) is classed as an endangered plant species in Ireland, with a highly localised distribution centred on the Nore Valley in the southeast. The high resolution Amplified Fragment Length Polymorphism genetic fingerprinting technique was used to clarify a question over the native status of the species and to assess its Irish conservation status through comparison with populations throughout northwestern Europe. The analysis of 20 populations with three selective primer pairs yielded 155 markers, 90% of which displayed polymorphism. Allele frequency was estimated using a Bayesian approach and based on this, total gene diversity (Ht) was 0.305 and mean within-population gene diversity (Hw) was 0.142. Irish populations contain comparatively moderate levels of genetic diversity and are unlikely to be susceptible to the deleterious effects of inbreeding depression. Analysis of Molecular Variance revealed that populations were significantly differentiated, with 68% of variation partitioned among populations and 32% within. Neighbour-joining and ordination analyses revealed a major biogeographic division between populations, suggesting that post-glacial migration in northwest Europe was driven from at least two separate glacial refugia and that the re-colonisation of Britain and Ireland is likely to have occurred via a western seaboard route from an Iberian glacial refugium. The total evidence points to C. autumnale being a native component of the Irish flora and its endangered IUCN (World Conservation Union) country status should therefore make it a priority for national conservation efforts. The study illustrates the point that a broader geographical perspective is fundamental to the assessment of the conservation status of regionally threatened plant species."
"Corrigiola litoralis","Flowering plant","Breeding system +  Genetic diversity assessment","Isozyme/Allozyme","European","Durka, W","1999","Genetic diversity in peripheral and subcentral populations of Corrigiola litoralis L. (Illecebraceae).","Heredity","83: 476-484.","Empirical paper","","","","Genetic diversity and differentiation were studied in Corrigiola litoralis L., an annual plant species growing on seasonally flooded river banks. Plant species that are restricted to river systems may consist of highly isolated populations. For this species, pronounced genetic differentiation among rivers was expected. Plants were sampled from the river Loire (France) representing subcentral populations and the rivers Rhine, Weser and Elbe (Germany) representing peripheral ones. Allozyme electrophoresis revealed 17 putative loci in II enzyme systems. at the species level, percentage polymorphic loci, mean number of alleles, observed heterozygosity and expected heterozygosity were P=29%, A=1.5  0.2, Ho=0.007  0.005 and He=0.065  0.035, respectively. Peripheral populations were smaller in number and showed decreased levels of genetic diversity relative to central populations. Corrigiola litoralis was highly inbreeding as indicated by a mean F-IS of 0.755. Genetic differentiation among populations was high with a mean F-ST-value of 0.585. Hierarchical F-statistics revealed that genetic variability was partitioned at 57% among sites, 52% among countries and 11% among sites within countries. Genetic distances between French and German populations were 0.08, indicative of considerable differentiation at the intraspecific level. The overall low level of allozyme diversity is attributed to the breeding system and to habitat conditions homogenized by regular flooding. The decrease in diversity from subcentral to peripheral populations is considered to be a result of drift and founder effects during postglacial recolonization. Peripheral populations were characterized by a single fixed allele at locus IDH, thus representing an evolutionarily significant unit."
"Corynephorus canescens","Flowering plant","Phylogeography","","European","Harter, D. E. V., Jentsch, A., Durka, W.","2015","Holocene re-colonisation, central-marginal distribution and habitat specialisation shape population genetic patterns within an Atlantic European grass species","Plant Biology","17:684-693","Empirical paper","","","","Corynephorus canescens (L.) P.Beauv. is an outbreeding, short-lived and wind-dispersed grass species, highly specialised on scattered and disturbance-dependent habitats of open sandy sites. Its distribution ranges from the Iberian Peninsula over Atlantic regions of Western and Central Europe, but excludes the two other classical European glacial refuge regions on the Apennine and Balkan Peninsulas. To investigate genetic patterns of this uncommon combination of ecological and biogeographic species characteristics, we analysed AFLP variation among 49 populations throughout the European distribution range, expecting (i) patterns of SW European glacial refugia and post-glacial expansion to the NE; (ii) decreasing genetic diversity from central to marginal populations; and (iii) interacting effects of high gene flow and disturbance-driven genetic drift. Decreasing genetic diversity from SW to NE and distinct gene pool clustering imply refugia on the Iberian Peninsula and in western France, from where range expansion originated towards the NE. High genetic diversity within and moderate genetic differentiation among populations, and a significant pattern of isolation-by-distance indicate a gene flow drift equilibrium within C.canescens, probably due to its restriction to scattered and dynamic habitats and limited dispersal distances. These features, as well as the re-colonisation history, were found to affect genetic diversity gradients from central to marginal populations. Our study emphasises the need for including the specific ecology into analyses of species (re-)colonisation histories and range centre-margin analyses. To account for discontinuous distributions, new indices of marginality were tested for their suitability in studies of centre-periphery gradients."
